loss,loss_q0,loss_q1,loss_q2,loss_q3,mse,mse_q0,mse_q1,mse_q2,mse_q3,step
1.2591760435987296,1.0977636360733825,1.2864823724702419,1.6550885914542002,1.0180275939598658,1.2591760435987296,1.0977636360733825,1.2864823724702419,1.6550885914542002,1.0180275939598658,0
0.15208926972466094,0.33346222623026717,0.08956867851027811,0.09369359729342236,0.0909505909601065,0.15208926972466094,0.33346222623026717,0.08956867851027811,0.09369359729342236,0.0909505909601065,200
0.04371831318715778,0.16090251372248826,0.004586666657946605,0.0040325568268532,0.004422531340725172,0.04371831318715778,0.16090251372248826,0.004586666657946605,0.0040325568268532,0.004422531340725172,400
0.03626072208702395,0.130496754734935,0.003990688371489626,0.0043625163857661,0.004253721787779635,0.03626072208702395,0.130496754734935,0.003990688371489626,0.0043625163857661,0.004253721787779635,600
0.027197826151988846,0.10097904367114854,0.0029517393030052685,0.0029624804330493416,0.0030641408512253805,0.027197826151988846,0.10097904367114854,0.0029517393030052685,0.0029624804330493416,0.0030641408512253805,800
0.022268806759858772,0.08195233129412309,0.002474150506777069,0.0022370221084489126,0.002561300799689405,0.022268806759858772,0.08195233129412309,0.002474150506777069,0.0022370221084489126,0.002561300799689405,1000
0.021412143530591583,0.07804932227626356,0.0024554408979786187,0.0021437489687552787,0.002298057353103555,0.021412143530591583,0.07804932227626356,0.0024554408979786187,0.0021437489687552787,0.002298057353103555,1200
0.020852770562689252,0.07432946825108146,0.0026006883563290785,0.0023377484808558492,0.002439846788855264,0.020852770562689252,0.07432946825108146,0.0026006883563290785,0.0023377484808558492,0.002439846788855264,1400
0.016559978106111237,0.05960832519537559,0.0021174384461227873,0.0018799112843372163,0.002058821468661424,0.016559978106111237,0.05960832519537559,0.0021174384461227873,0.0018799112843372163,0.002058821468661424,1600
0.01631425604009565,0.05884593605853504,0.0021999375796153643,0.0018415860190727554,0.0019942146330829058,0.01631425604009565,0.05884593605853504,0.0021999375796153643,0.0018415860190727554,0.0019942146330829058,1800
0.015346609928716082,0.05577509178690303,0.0023634046424370323,0.0017597793218310784,0.001925369212520112,0.015346609928716082,0.05577509178690303,0.0023634046424370323,0.0017597793218310784,0.001925369212520112,2000
0.01833582773515058,0.06663082524258451,0.0025163859331310324,0.002267365967059291,0.002274237894808552,0.01833582773515058,0.06663082524258451,0.0025163859331310324,0.002267365967059291,0.002274237894808552,2200
0.014354107413553757,0.0517511953621042,0.0020314919639946136,0.0018310048142225336,0.0018987716375209343,0.014354107413553757,0.0517511953621042,0.0020314919639946136,0.0018310048142225336,0.0018987716375209343,2400
0.014378633727075159,0.05273685554414617,0.0018615627228879168,0.00171661072688175,0.0016307440152756026,0.014378633727075159,0.05273685554414617,0.0018615627228879168,0.00171661072688175,0.0016307440152756026,2600
0.011172478372022596,0.03937572861581407,0.0015474958173168918,0.0013296299575352884,0.001355156190717954,0.011172478372022596,0.03937572861581407,0.0015474958173168918,0.0013296299575352884,0.001355156190717954,2800
0.01060873952900375,0.03808726595845173,0.0015495804337643765,0.0014613929891494927,0.0014245918963044558,0.01060873952900375,0.03808726595845173,0.0015495804337643765,0.0014613929891494927,0.0014245918963044558,3000
0.010233198600408541,0.03619377596305583,0.0015519731760913695,0.0015743326318083395,0.0015918322548906963,0.010233198600408541,0.03619377596305583,0.0015519731760913695,0.0015743326318083395,0.0015918322548906963,3200
0.010809776364021292,0.03933501863418968,0.0016980224938443588,0.001408124559090781,0.0013960999720491472,0.010809776364021292,0.03933501863418968,0.0016980224938443588,0.001408124559090781,0.0013960999720491472,3400
0.01114310313627077,0.04038609273002184,0.0014038605263072715,0.0012179752012350634,0.0012725219718347355,0.01114310313627077,0.04038609273002184,0.0014038605263072715,0.0012179752012350634,0.0012725219718347355,3600
0.012123840589193871,0.0442207387877588,0.0015219607510203708,0.0014695627580956865,0.0013677425427464423,0.012123840589193871,0.0442207387877588,0.0015219607510203708,0.0014695627580956865,0.0013677425427464423,3800
0.00926451351302574,0.03359396962946813,0.001295445385237705,0.0011736359142436128,0.0009742529769133142,0.00926451351302574,0.03359396962946813,0.001295445385237705,0.0011736359142436128,0.0009742529769133142,4000
0.010033162568038715,0.03606882664762326,0.0012244107870841073,0.0011182935622116937,0.0011644311044134124,0.010033162568038715,0.03606882664762326,0.0012244107870841073,0.0011182935622116937,0.0011644311044134124,4200
0.011006891509779284,0.03877832544487416,0.001922139903067669,0.0018488303272860972,0.0018121536062156388,0.011006891509779284,0.03877832544487416,0.001922139903067669,0.0018488303272860972,0.0018121536062156388,4400
0.010677170468171949,0.039005691255838824,0.0013575771990777662,0.0010696368498491582,0.0011115857208713598,0.010677170468171949,0.039005691255838824,0.0013575771990777662,0.0010696368498491582,0.0011115857208713598,4600
0.008165635131692781,0.030909299069973237,0.0009527391196775564,0.0009145369239830173,0.0008506784371770374,0.008165635131692781,0.030909299069973237,0.0009527391196775564,0.0009145369239830173,0.0008506784371770374,4800
0.010226058780345902,0.037408616717378315,0.0012326173783773584,0.001147723906796156,0.0011946510264127846,0.010226058780345902,0.037408616717378315,0.0012326173783773584,0.001147723906796156,0.0011946510264127846,5000
0.010880165389167088,0.03990364068982838,0.001331107944548407,0.001161376901579126,0.0011825184226600754,0.010880165389167088,0.03990364068982838,0.001331107944548407,0.001161376901579126,0.0011825184226600754,5200
0.008821430216112081,0.03177429386474896,0.0011273838075749251,0.0011604929931008027,0.0010971956820066387,0.008821430216112081,0.03177429386474896,0.0011273838075749251,0.0011604929931008027,0.0010971956820066387,5400
0.009379791353640043,0.03415217522569987,0.001284067149948399,0.0011063451073780877,0.0012715225725017094,0.009379791353640043,0.03415217522569987,0.001284067149948399,0.0011063451073780877,0.0012715225725017094,5600
0.008421224502347727,0.030653911442633987,0.0009870142526646518,0.0011383146436863575,0.0010997874521963115,0.008421224502347727,0.030653911442633987,0.0009870142526646518,0.0011383146436863575,0.0010997874521963115,5800
0.01021111757203269,0.035957507304233194,0.0012163836687895603,0.002622238735329088,0.001397020753247013,0.01021111757203269,0.035957507304233194,0.0012163836687895603,0.002622238735329088,0.001397020753247013,6000
0.007398205274682721,0.026805547708112904,0.0009671721573382394,0.0007558094440991186,0.000778393596375403,0.007398205274682721,0.026805547708112904,0.0009671721573382394,0.0007558094440991186,0.000778393596375403,6200
0.009017062722644104,0.03212095208049298,0.0010289350421810982,0.0010130091599842752,0.0012279684503052135,0.009017062722644104,0.03212095208049298,0.0010289350421810982,0.0010130091599842752,0.0012279684503052135,6400
0.008081246649020912,0.029291523927879357,0.0011192826055149267,0.0009456525237332164,0.0009705947764136101,0.008081246649020912,0.029291523927879357,0.0011192826055149267,0.0009456525237332164,0.0009705947764136101,6600
0.008160467755698191,0.030075575901877375,0.0009293970822335726,0.0007816362458067215,0.0008638905336111779,0.008160467755698191,0.030075575901877375,0.0009293970822335726,0.0007816362458067215,0.0008638905336111779,6800
0.010138022779602133,0.03719283197747938,0.0009579380237186193,0.0010222430402494214,0.0012070523274961785,0.010138022779602133,0.03719283197747938,0.0009579380237186193,0.0010222430402494214,0.0012070523274961785,7000
0.008509176552582652,0.03225189363896624,0.0008051539906414497,0.0007350202807750294,0.0008341769254768818,0.008509176552582652,0.03225189363896624,0.0008051539906414497,0.0007350202807750294,0.0008341769254768818,7200
0.009266290000943287,0.0353891428964868,0.0010264074073766082,0.0007262745777788793,0.0007925919016836935,0.009266290000943287,0.0353891428964868,0.0010264074073766082,0.0007262745777788793,0.0007925919016836935,7400
0.0059465109972536056,0.02199367149887595,0.0006744715132106285,0.0006358350753404103,0.0008231548730265231,0.0059465109972536056,0.02199367149887595,0.0006744715132106285,0.0006358350753404103,0.0008231548730265231,7600
0.008968738675450385,0.03258299871348431,0.0009144957271205969,0.0010017708739351726,0.0009394564310350263,0.008968738675450385,0.03258299871348431,0.0009144957271205969,0.0010017708739351726,0.0009394564310350263,7800
0.006613223960707924,0.023864850362342475,0.0009718289345033548,0.0007479536200139743,0.0007325826759300218,0.006613223960707924,0.023864850362342475,0.0009718289345033548,0.0007479536200139743,0.0007325826759300218,8000
0.008852955322605119,0.03277715554823138,0.0008046379066617783,0.0007856447982426466,0.0008257405553315328,0.008852955322605119,0.03277715554823138,0.0008046379066617783,0.0007856447982426466,0.0008257405553315328,8200
