,x_train_svm,x_train_lof
0,0.4368172303670266,0.08789788390682247
1,0.9999915865785071,0.043090579093554196
2,0.3874468762559908,0.030481309875883027
3,0.9999969944474362,0.05323080580004745
4,0.9999747137541549,0.05031627607514287
5,0.9993567116007086,0.02698374778514427
6,0.9999926728689131,0.0340480618017123
7,0.3583821393214975,0.040280207617422514
8,0.34735453519086995,0.08179362975469502
9,0.45286619510905407,0.02899269676490709
10,0.17150232944169216,0.05680664138343588
11,0.17602145467943447,0.10781726150750537
12,0.43128865878077866,0.031753263785426124
13,0.46172138174045096,0.06372744598725136
14,0.12032629025253484,0.015039466071231014
15,0.451331119992467,0.03039602672833064
16,0.26849028881492204,0.08004040558066029
17,0.9992753211134571,0.04414087088072117
18,0.41038631553152277,0.953845737562691
19,0.2859643126369583,0.02065895324624427
20,0.43058982825233216,0.26036942989357864
21,0.9921531364046424,0.03519236518654818
22,0.21728269643573564,0.2870356610979924
23,0.4327211303202106,0.014988771332709065
24,0.9999959989987939,0.03565419428280913
25,0.9997786438302891,0.03159764620153699
26,0.4347410851865906,0.038468056882450745
27,0.49203240108869706,0.02118286438934161
28,0.26398049443859617,0.52794373826667
29,0.9691314761651838,0.00426662835742708
30,0.3510925550275646,0.1260573698722601
31,0.9777529614576284,0.02530311325478304
32,0.9988638622763923,0.020174227899781755
33,0.9909955224153522,0.03296010107716111
34,0.4471997727678145,0.09492939329324025
35,0.4347410929009684,0.0483076776009784
36,0.4273524103917534,0.08347726127091959
37,0.9999834566986084,0.012564210992568938
38,0.9999919659085884,0.062118476238455234
39,0.9993389070980677,0.03592826239283012
40,0.4483905852157004,0.25760055272621146
41,0.9974594382315584,0.08366527051046722
42,0.04998768065439714,0.04781819421296265
43,0.19343381021941441,0.03127381638048219
44,0.1050433989884232,0.13097052369562026
45,0.9993594455015856,0.02536754724959133
46,0.16225764311740015,0.6755668225477943
47,0.9999980064013725,0.039916515650453184
48,0.4347410933387148,0.02774632020548293
49,0.17159731582828752,0.026109704323780045
50,0.2169171761622875,0.08439761849960647
51,0.30472670097544247,0.15021110573219418
52,0.3052205139290917,0.4215702822659378
53,0.999993720747378,0.1514228003824593
54,0.9999968793135795,0.05100441998846952
55,0.07879086206341719,0.0864974522317966
56,0.3932310608261552,0.08312140966047725
57,0.9999852400969907,0.025950795611989503
58,0.9999828342194513,0.03808766667830117
59,0.31417859208158294,0.10587822988893975
60,0.9999999502123172,0.06254594148508848
61,0.9999997155692505,0.026492033177430437
62,0.1715023292037696,0.04488120867245352
63,0.25592985632293097,0.06537824072868816
64,0.3471638770870917,0.21230432227162516
65,0.8570390459771602,0.007615971101000079
66,0.34735453536181427,0.11114660130266153
67,0.3622461688214176,0.2633374148060408
68,0.35784756902071524,0.03345152846560351
69,0.9999800534416108,0.03976113281712472
70,0.37641254727378637,0.04836929292454333
71,0.44719977276959166,0.13885962483202655
72,0.3622461683450171,0.026731671443857487
73,0.9999916873844719,0.1260571306597729
74,0.9999035066690349,0.03459657230573707
75,0.4917889385444077,0.02058845114311242
76,0.4273496423110022,0.12968088401882594
77,0.38696823121920654,0.5285157201237853
78,0.9999997421690366,0.03994079600063708
79,0.9991787112463141,0.03795175456288379
80,0.45017712064003557,0.03334953473194667
81,0.9999992809859322,0.05601784778640001
82,0.5716628232494816,0.030507386630213264
83,0.9999913679447847,0.02953819787513371
84,0.9990608838389385,0.03142707908796289
85,0.43059219889856176,0.036732842052637306
86,0.3874468766539723,0.5572966062424033
87,0.08845850152831054,0.034381181705412926
88,0.17805050771041955,0.10269830020345373
89,0.43785331886746637,0.09315914619284245
90,0.44120985787319034,0.044577623717157594
91,0.9999999003168919,0.03131179604810692
92,0.1359913274757807,0.05214525590800746
93,0.45643296178388115,0.07212649371323368
94,0.46029298197196694,0.0883138284906489
95,0.4590129548134379,0.020533245509554307
96,0.9999987578707648,0.048233521381158946
97,0.06647213545718482,0.02621359367682636
98,0.9999999012927965,0.02789898333666718
99,0.08892313302991611,0.0521151105175192
100,0.4917889385442966,0.08318582590052385
101,0.9998279158532896,0.1522500040336983
102,0.0428129078977455,0.034328151516663505
103,0.09970777273666873,0.042161360816994224
104,0.571701887891711,0.013702979131016953
105,0.1562881482263893,0.11869397338284084
106,0.6843874867356303,0.031743340467418404
107,0.9833860075626956,0.08959952856942517
108,0.45112712942548383,0.04042362043766735
109,0.4613536279931228,0.051624523353335665
110,0.20688081269488978,0.07399913368389249
111,0.998634860541358,0.04529017595436239
112,0.9975646260727425,0.03277160952716493
113,0.2075983708150618,0.03221184238717138
114,0.3166956452040047,0.02333210398180687
115,0.34090354677905094,0.028079726863066097
116,0.9999999606352579,0.0519119806133932
117,0.39970010219385327,0.07552633397919259
118,0.4746961255042446,0.05376038746467307
119,0.3014242933245334,0.2645317837069777
120,0.9999802941079392,0.05302993886889304
121,0.37499491178013433,0.5742893015539879
122,0.3091737604697854,0.029004434494382836
123,0.3834972373031172,0.08231167645789463
124,0.3583821434170532,0.03213222241637521
125,0.9998807471600555,0.05302256499993125
126,0.999434312012652,0.0634683957387786
127,0.4053121217442986,0.030192668223200055
128,0.9997879895920777,0.05973691430361042
129,0.2773317674370231,0.03706342829907074
130,0.3436746739498774,0.03892070688656168
131,0.41918895304418874,0.18568146177710165
132,0.3067529983990606,0.0661275959846401
133,0.999972849685809,0.03702989215140278
134,0.33535764636665993,0.05392952502838243
135,0.4559481037880072,0.26208482450802706
136,0.4653152579413014,0.10042831626521723
137,0.48887434468882995,0.24498807211216267
138,0.9999998942424247,0.1282904300169769
139,0.9998659554708372,0.02615037646636181
140,0.028208636545976835,0.04885314020075027
141,0.9996088992685856,0.036139572693331484
142,0.7072926517687407,0.036535977029088784
143,0.45133112157917277,0.1571357704296817
