,x_train_svm,x_train_lof
0,0.14890230842971613,0.12662421576903382
1,0.12571610962772645,0.07281211102623952
2,0.1977065018962124,0.069380672817623
3,0.10004300825996809,0.024480891962305896
4,0.1113071986350161,0.011815057952769199
5,0.21443680725920508,0.09213964919132156
6,0.18925215960353095,0.018810382638775314
7,0.10654169949775939,0.13955723295869144
8,0.10751180917537918,0.028196987182910208
9,0.10088097546486889,0.1934377885178545
10,0.21102052028989593,0.027832435477855074
11,0.12295912630356204,0.037909742079816657
12,0.1106849775437121,0.1323998256185137
13,0.16039200500068504,0.12215146826485315
14,0.22051624525116625,0.024117787691158642
15,0.1355000461646021,0.10949026522636125
16,0.2972227084185769,0.13507989811866555
17,0.11255922859043713,0.05006029978705898
18,0.23707938563827727,0.08865569596318702
19,0.3195069332535853,0.07349667203500335
20,0.19965891289493437,0.18876888484443025
21,0.24848178342493638,0.036236924085743874
22,0.054651993102155204,0.06368442355378134
23,0.0514179922177334,0.15926136500239707
24,0.16070831997647964,0.1998545772320392
25,0.15832493039041742,0.08352349606512946
26,0.15906186237034714,0.03767620645318835
27,0.17527284785389838,0.012890579819561192
28,0.08763086324125129,0.02722343210530587
29,0.17512129442900803,0.014308454644854718
30,0.2291837669572272,0.17927808828807484
31,0.05187496729291506,0.03274822852808649
32,0.048460655967044144,0.05591422967614164
33,0.21981925669812238,0.015112303744260274
34,0.09948388013303565,0.18184437642625761
35,0.20340452678925083,0.029987981439570887
36,0.21741126862602578,0.004288337454610036
37,0.23624691009012128,0.1249522325762985
38,0.0778950136257431,0.021376223737948286
39,0.07011008459738598,0.014517017011482027
40,0.23799955738531325,0.05743398444662633
41,0.15844385924652307,0.26850704251141966
42,0.2133868197338779,0.11405292776339779
43,0.1359547062842693,0.2798211686649254
44,0.19670905548475834,0.019960987227666184
45,0.10105810320397955,0.047618907034991845
46,0.25257792933120043,0.1533643714592925
47,0.14407456820041595,0.035451154053517925
48,0.22165092331135686,0.18251348556135225
49,0.07642236524851566,0.020682034185686426
50,0.1503543557439119,0.11548929258584827
51,0.2562957149657071,0.042680008677891804
52,0.10959567598154514,0.04772025750765221
53,0.14860933535096796,0.07267059664047117
54,0.18431161080118086,0.04067013499403884
55,0.10604809177685233,0.056379754415952214
56,0.2171628618071446,0.018461656404142823
57,0.06598544043942427,0.1224844726560638
58,0.15413866870672838,0.03411086770157768
59,0.23444432008057,0.029731488547341336
60,0.1069218466462846,0.12719610305951506
61,0.24792044046403616,0.03966883589428384
62,0.06342217448466418,0.023981179187500288
63,0.13769378727531809,0.04450816648837958
64,0.26606126309700956,0.25804358126031063
65,0.2153381968361006,0.04114791196872337
66,0.14542732935316768,0.12745908309111062
67,0.07776096955739006,0.03207842836484951
68,0.127019695595905,0.019864520850656403
69,0.09567660643007195,0.06342976443924198
70,0.07989181992132907,0.15671719068049925
71,0.06999959484268474,0.017458468092071015
72,0.1514163119542061,0.3080118849279529
73,0.21456900528108663,0.22684854614013963
74,0.13646745461708867,0.03286189079920317
75,0.2224010075646208,0.014004140671840215
76,0.23843257858533895,0.015467229533180214
77,0.10649943229782623,0.03375745264728911
78,0.22938523630749735,0.16366730986027242
79,0.337650007395789,0.09310997596139556
80,0.190873584816062,0.0441850026831974
81,0.1739873657515968,0.08770322034764252
82,0.44509119413493536,0.2914763312298756
83,0.24170029389569006,0.11131538706331728
84,0.17324717127355402,0.04827121145374747
85,0.18814972305932695,0.012372306221121284
86,0.2467948899790563,0.22875574257765718
