,x_train_svm,x_train_lof
0,0.016060410300369435,0.002697816330458894
1,0.14489626303501849,0.0006262453092706357
2,0.010547437120992124,0.0006224450903900806
3,0.0034135938830486094,0.0014694978382743078
4,0.0006566906378673551,0.0013404623848637808
5,0.007986250417563737,0.0033534522388836805
6,0.015976334431286328,0.001065020359901088
7,0.011762407451696334,0.0014806294019384712
8,0.01692028040541535,0.010249406947403802
9,0.06593225695135192,0.003819482751237625
10,0.005449235715955384,0.0007106228131290845
11,0.004633056947323366,0.003116076898725772
12,0.02947001346501471,0.0008451949118105678
13,0.06198068540134583,0.005446334055057876
14,0.15198241594046663,0.001143114603012416
15,0.004640986306445613,0.0010092277013390325
16,0.030740404783632186,0.0008716187970937186
17,0.010778200491167627,0.0015832930105321706
18,0.0542587876140268,0.0022716594452646213
19,0.032475506882118116,0.001961921459572971
20,0.04480237712197476,0.0017099100292243602
21,0.03256510999311913,0.0012497901490994999
22,0.03700648060871454,0.0007197942933348974
23,0.014444371324012132,0.0006758458604222789
24,0.016572730400191745,0.0005876459006651264
25,0.026325661829387968,0.0007515659686150668
26,0.0004917088823467344,0.002404794431033264
27,0.01304744069440688,0.0012114806083085047
28,0.011693058665380812,0.0012414383457393713
29,0.0200684552389621,0.0005555863882770402
30,0.024569353035678473,0.0011802252865868517
31,0.03167666349041984,0.0018966641333399204
32,0.02971256528649194,0.0009440128248614119
33,0.014104881339795448,0.0007583077693159004
34,0.007488533197872649,0.0004299437594155574
35,0.01648023575882373,0.0037967579221812983
36,0.0016462190190221697,0.00206149072101795
37,0.06825423738525294,0.002565810507176348
38,0.0038771680380830565,0.011803246665384853
39,0.021710841090807734,0.0017445494132603018
40,0.005528654977810758,0.0014903815688266098
41,0.007075580495461443,0.0007765249246499401
42,0.007612310626680495,0.0007432195186933791
43,0.028026961843785753,0.0010406373613930156
44,0.015320536663678936,0.0024243465208686837
45,0.021287621076389963,0.002013827172603146
46,0.003715892237805891,0.0014075225502694047
47,0.0021632064443815754,0.0019221037017759185
48,0.45842458939333025,0.003827440337360615
49,0.003139180175187344,0.005731264410522416
50,0.012928847438721773,0.0012354377702105072
51,0.002479714186391089,0.0027294392358023617
52,0.021018920248358306,0.001651550195955654
53,0.01947176921427505,0.0006819576630757962
54,0.02699352990280018,0.0016113259292315993
55,0.02230916139868876,0.0022633937046087037
56,0.0074077634998907585,0.000961078486570162
57,0.017079143956299257,0.0034375871442362885
58,0.00467371280296779,0.0008882288221338132
59,0.08206139842866568,0.000771934828266545
60,0.05033035089621965,0.000892249171774859
61,0.0009625063388793464,0.0013055185360942435
62,0.02536861455669061,0.0012896398862717027
63,0.02254432749504216,0.0009674063409040794
64,0.024750203484036663,0.0011754661314346553
65,0.011036325405345894,0.0012226055543765049
66,0.006958602578624473,0.0006688902567764043
67,0.03783392999291721,0.0037791414164021725
68,0.022189368884988098,0.0007364025338486141
69,0.002532513155615589,0.0011658884674054257
70,0.0034432527368567136,0.0012563130936511283
71,0.0035577513245363904,0.0014039095049296366
72,0.003926651563390943,0.001865920147263512
73,0.0058542177610325305,0.002462818417246557
74,0.8809993827005719,0.01571365031663309
75,0.021032253735956557,0.003712077897532682
76,0.0029373294364583623,0.000746952093038358
77,0.004078474038956661,0.001000688181753513
78,0.009851686725008064,0.0005293377695879517
79,0.00672417199688614,0.0009475666299514989
80,0.011639446538298173,0.0011266466793960657
81,0.003044431229684077,0.0009083039257936383
82,0.025657968703106906,0.0014929954562471457
83,0.0645836934714313,0.020055095745374018
84,0.00618924297577376,0.0011651584533124396
85,0.011257543175316425,0.0009468297564407508
86,0.02163159067498582,0.0008132403244607518
87,0.01847598053062273,0.0028150571058909437
88,0.0037752565501746127,0.0018002470428677207
89,0.0034501854591898707,0.004212657045778362
90,0.0993020471420601,0.000974352965309652
91,0.010470811635189292,0.0010739608702591468
92,0.4255085790596526,0.0023317592580415943
93,0.018507307676227627,0.0029666841747432657
94,0.008717242451295463,0.0007833865631711772
95,0.010027044823115432,0.0008131034676810394
96,0.006181588401302096,0.0012207855750963165
97,0.007375047252628769,0.0007020593180164077
98,0.04332394641612053,0.0009135925177765138
99,0.027703263527075583,0.0011980887845765072
100,0.0010800386329901353,0.0008191077119850933
101,0.34589598971703156,0.0006555606634067928
102,0.018646229557728333,0.0018330440250046596
103,0.001403375185624272,0.0005401489667361917
