Index,Labels,Loss
0,0,0.27559518511987724
1,0,0.23438182452259926
2,0,0.12168381129353516
3,0,0.20945669360382208
4,0,0.4800702420881689
5,0,0.6147359389198687
6,0,0.2969335219441975
7,0,0.1863042328110706
8,1,0.3336412257490136
9,1,0.2771346639589192
10,0,0.27606224808521723
11,0,0.30001205922679425
12,0,0.17390641090798753
13,0,0.49418178754028796
14,0,0.3327403605231365
15,0,0.1634756600710544
16,0,0.16331451176691725
17,0,0.10271674023735401
18,0,0.3702931437398391
19,0,0.16952968901441234
20,0,0.3296553362380836
21,0,0.1948488956883533
22,0,0.12322205063588192
23,0,0.33805656038426596
24,1,0.3635576354623977
25,0,0.29736615065872385
26,0,0.34425258231568034
27,0,0.7492097539955362
28,0,0.1843737615019896
29,0,0.43101202802731514
30,0,0.3005653366419516
31,0,0.24537858416486072
32,0,0.2111658270274161
33,0,0.5777534205985858
34,0,0.8450750047704774
35,0,0.39439619606970033
36,0,0.30723722081636773
37,0,0.3661724948514656
38,0,0.45437518874199817
39,1,0.6318834516921303
40,0,0.24386693154454
41,0,0.5181581038419687
42,1,0.22042156285468859
43,0,0.5640645404064984
44,0,0.29545963825412147
45,0,0.07497345135138732
46,0,0.31550291312412887
47,1,0.19182306234039803
48,0,0.26439547783239326
49,0,0.1575860278175794
50,1,0.4903823328020514
51,0,0.16107746165586911
52,0,0.504994676816295
53,0,0.21170127366342884
54,0,0.3795383251074673
55,0,0.4020212353051251
56,0,0.24021069573761514
57,0,0.1634501302830265
58,0,0.1369691691475202
59,0,0.19601799715180435
60,0,0.2719427883326001
61,0,0.12232039654125543
62,0,0.4162066548935229
63,0,0.2952401637538821
64,0,0.3393311484150016
65,0,0.26454612477210776
66,0,0.35118301270604985
67,0,0.3759974464546834
68,0,0.4968764593521698
69,0,0.45729034956941056
70,1,0.2221186177223013
71,0,0.13179550629691925
72,0,0.2702058559341692
73,0,0.46414039876581364
74,0,0.3763272752521145
75,0,0.4415121774345594
76,0,0.33835033420127847
77,0,0.21401255350595713
78,0,0.27954688331262056
79,0,0.16466248641624454
80,0,0.2742864834056891
81,0,0.2762372129853132
82,0,0.3024118194399582
83,0,0.4326011640535598
84,0,0.29650538180724373
85,0,0.362467188102676
86,0,0.30785197347090476
87,0,0.32100258013197125
88,0,0.6419935732835184
89,0,0.24044927866817373
90,0,0.25659272835080604
91,0,0.2908155257739948
92,0,0.5742756382802586
93,0,0.25239102396896357
94,0,0.18277489250020157
95,0,0.301952629411588
96,0,0.48634148098140934
97,0,0.12524567251000165
98,0,0.4819731273333713
99,0,0.4150097984451364
100,1,0.46879591027292483
101,0,0.17401251890605526
102,0,0.3173903519136205
103,0,0.31757065674093293
104,0,0.17959365908721908
105,0,0.1383463104706778
106,0,0.32357033008455394
107,0,0.28997339288606105
108,0,0.3845996628156687
109,0,0.2975252684315261
110,0,0.18214087496703155
111,0,0.5032028604644797
112,0,0.3149071721961173
113,0,0.3726289856889998
114,0,0.2597968059064802
115,0,0.5768259675033807
116,0,0.21049820901856367
117,0,0.1438322315721185
118,0,0.23573350181714336
119,0,0.4120521305827431
120,0,0.14950857833456
121,0,0.5013395202861453
122,0,0.32531578291749597
123,1,0.24362696148082813
124,0,0.34748736236289995
125,1,0.22889147800070103
126,0,0.030864181306057933
127,0,0.4291155473218124
128,0,0.36957244508436193
129,0,0.5875569896499754
130,0,0.31429822973570115
131,1,0.30960792174252555
132,0,0.20766663853906975
133,0,0.2589392695845937
134,0,0.38772624528611055
135,0,0.25549468021550614
136,0,0.3400505572646547
137,0,0.35507542055687513
138,0,0.2394358104539992
139,0,0.2149298165648899
140,0,0.47834398558605595
141,0,0.49968426937484445
142,0,0.5758768253009173
143,0,0.21176624883523415
144,0,0.25195003005312033
145,0,0.06585813281380794
146,0,0.5721514821381196
147,0,0.49760907457485476
148,0,0.2261375008732928
149,0,0.35466039807746524
150,0,0.6481419995778918
151,1,0.3907707139287881
152,0,0.29656421477658984
153,0,0.13409889467340363
154,0,0.33142678020431376
155,0,0.1754108299831267
156,0,0.4442024288594828
157,0,0.240892626635098
158,0,0.16160175143566965
159,0,0.3356537022493409
160,0,0.28341205946517545
161,0,0.31347131376133014
162,0,0.12227561775398613
163,0,0.2876552144882823
164,0,0.3627329785753934
165,0,0.13952442934786444
166,0,0.2322538370811492
167,0,0.2612856740025254
168,0,0.22743167059512087
169,1,0.08985797381961669
170,0,0.0587095655603315
171,0,0.2917916320085857
172,0,1.0
173,0,0.35768509401115123
174,0,0.3246017003849419
175,0,0.20102017561969013
176,0,0.19184449783967966
177,0,0.3435724785314012
178,0,0.13863390364190684
179,0,0.3129590403466146
180,0,0.21463575385501982
181,0,0.34007116239215546
182,0,0.10296300802835713
183,0,0.2560606969224406
184,0,0.34650550108922784
185,1,0.37117172611531174
186,1,0.3292435768173449
187,0,0.26852139712919537
188,0,0.4963315369006192
189,0,0.36081957774702683
190,0,0.13750234644291243
191,0,0.29632093158882805
192,0,0.37900486124541055
193,0,0.29537712014595197
194,0,0.298881760097127
195,0,0.4085079173791883
196,0,0.224765990614333
197,0,0.44187236216883063
198,0,0.3683728862549701
199,0,0.2098026752479708
200,0,0.4433222386352587
201,0,0.3535508747440718
202,0,0.3537010442480878
203,0,0.480962818408194
204,0,0.3655481606113956
205,0,0.2776629675651278
206,0,0.26361818889576777
207,0,0.6159919703812318
208,0,0.6471485556460023
209,0,0.17198674304489858
210,0,0.37487467085124343
211,0,0.1948387386374667
212,1,0.5234316110931102
213,0,0.19571608097534685
214,0,0.3666647883781445
215,0,0.2510769069367024
216,0,0.2828838457565316
217,0,0.1913688658540946
218,0,0.34803343010887944
219,0,0.6359407665215626
220,0,0.07764300572716366
221,0,0.15830586311395517
222,0,0.3750212568917193
223,0,0.3813596453867736
224,0,0.33382229524562057
225,0,0.11261540318863492
226,0,0.22152221993190285
227,0,0.25208897111548123
228,0,0.3249051458249682
229,0,0.7299858464519708
230,0,0.3142020653659275
231,0,0.4699106630106723
232,1,0.5967733971683754
233,0,0.14510754443703539
234,0,0.41932183609753787
235,0,0.3052713528827164
