Index,Labels,Loss,Isolation,Dist0nn,Dist1nn,Dist2nn,Dist3nn,Dist4nn,Dist5nn,Dist6nn,Dist7nn,Dist8nn,Dist9nn,Dist10nn,Dist11nn,Dist12nn,Dist13nn,Dist14nn,Dist15nn,Dist16nn,Dist17nn,Dist18nn,Dist19nn,Dist20nn,Dist21nn,Dist22nn,Dist23nn,Dist24nn,Dist25nn,Dist26nn,Dist27nn,Dist28nn,Dist29nn,Dist30nn,Dist31nn,Dist32nn,Dist33nn,Dist34nn,Dist35nn,Dist36nn,Dist37nn,Dist38nn,Dist39nn,Dist40nn,Dist41nn,Dist42nn,Dist43nn,Dist44nn,Dist45nn,Dist46nn,Dist47nn,Dist48nn,Dist49nn,LOF0nn,LOF1nn,LOF2nn,LOF3nn,LOF4nn,LOF5nn,LOF6nn,LOF7nn,LOF8nn,LOF9nn,LOF10nn,LOF11nn,LOF12nn,LOF13nn,LOF14nn,LOF15nn,LOF16nn,LOF17nn,LOF18nn,LOF19nn,LOF20nn,LOF21nn,LOF22nn,LOF23nn,LOF24nn,LOF25nn,LOF26nn,LOF27nn,LOF28nn,LOF29nn,LOF30nn,LOF31nn,LOF32nn,LOF33nn,LOF34nn,LOF35nn,LOF36nn,LOF37nn,LOF38nn,LOF39nn,LOF40nn,LOF41nn,LOF42nn,LOF43nn,LOF44nn,LOF45nn,LOF46nn,LOF47nn,LOF48nn,LOF49nn
0,0,0.495566552,0.424707481,0.456942329,0.415984737,0.385541425,0.371886971,0.382674007,0.398549389,0.409005561,0.416278899,0.421040166,0.423166203,0.423286635,0.424273803,0.425360195,0.425741212,0.426618439,0.426960763,0.426829527,0.426254069,0.42599703,0.425812127,0.424300633,0.421579198,0.418522168,0.415605673,0.412762208,0.409813778,0.406794806,0.403863767,0.401235923,0.398660599,0.396452813,0.394491316,0.392668641,0.390862116,0.389085595,0.388145414,0.387675502,0.387173698,0.386601086,0.386171002,0.38600081,0.38582069,0.385624545,0.385467851,0.385366423,0.385229988,0.385123085,0.384957326,0.384660498,0.384342575,4.49E-11,0.054620714,0.032352304,0.028632038,0.018574797,0.087397512,0.093670558,0.0980157,0.084730075,0.122750009,0.127974455,0.111991983,0.101799944,0.128392838,0.148958756,0.14014005,0.157449955,0.159350298,0.175966514,0.18086673,0.202242503,0.189421168,0.191013018,0.213399261,0.221780342,0.228627995,0.237510769,0.24759002,0.235919246,0.233968721,0.241825505,0.238435606,0.245011871,0.256152044,0.256852767,0.250422309,0.254756015,0.251398312,0.24899208,0.246772167,0.244455339,0.242484412,0.245386313,0.254036812,0.257312107,0.266602406,0.262053332,0.265921041,0.268574616,0.274785838
1,0,0.039212924,0.07871502,0.155024263,0.123449857,0.074649608,0.061469581,0.058145801,0.062250835,0.064326503,0.067212197,0.07038009,0.070588317,0.067740377,0.067863792,0.068071791,0.069144626,0.070263434,0.071530425,0.072025084,0.072474203,0.072899943,0.073490394,0.073240289,0.070974269,0.068163329,0.065441029,0.06236917,0.059302382,0.055691677,0.052693914,0.049742564,0.046958697,0.044101646,0.041556036,0.039112334,0.036653276,0.034383194,0.033003475,0.032594561,0.031852491,0.03119727,0.030731705,0.030556623,0.030364249,0.030347971,0.030270162,0.03017389,0.03004516,0.029894608,0.029696587,0.029651387,0.029459909,0,0.054167855,0.066326571,0.033357007,0.044009078,0.034583458,0.041714956,0.055594065,0.055571956,0.041165436,0.040784659,0.033167894,0.02753195,0.020180687,0.012641281,0.009896882,0.011512168,0.010655565,0.008344987,0.01321576,0.014364336,0.017017702,0.016510873,0.022202657,0.017795434,0.014375398,0.011820926,0.012978859,0.013441427,0.015091049,0.01483813,0.018050631,0.014774685,0.016353212,0.020609442,0.023368414,0.02026373,0.021722009,0.02166448,0.023081927,0.025529389,0.026398091,0.03117009,0.035309036,0.039336067,0.0399714,0.038675376,0.039111089,0.035623903,0.034995673
2,0,0.195239887,0.042535728,0.398953127,0.361049208,0.320022165,0.301923394,0.292272459,0.286417489,0.28167443,0.277812501,0.274473521,0.270224568,0.265739879,0.263254013,0.260952955,0.258443735,0.256170006,0.25395221,0.251352402,0.248654275,0.245664963,0.243112085,0.239045793,0.233815553,0.228166091,0.222813162,0.218300421,0.213836206,0.209018741,0.204551365,0.200295881,0.196197554,0.192277473,0.188620708,0.185226632,0.182129806,0.179198567,0.177025563,0.175423931,0.173588222,0.171825348,0.170328076,0.169077545,0.167896153,0.166787043,0.165648789,0.164553898,0.1634404,0.162342377,0.161254568,0.160120968,0.159113327,2.37E-10,0.243221154,0.118333177,0.132210939,0.11923607,0.117074777,0.106190339,0.083952673,0.055903618,0.055025642,0.054057793,0.061030204,0.057641701,0.055223139,0.057546254,0.052339286,0.051488178,0.056819664,0.059588579,0.059104749,0.059794161,0.054851989,0.060375172,0.06051811,0.055613364,0.054538164,0.057474172,0.056847584,0.053536567,0.055197125,0.05396634,0.056136497,0.056076274,0.058358096,0.058923166,0.063207949,0.061242744,0.065591022,0.068891751,0.07201531,0.07749341,0.076852605,0.079290991,0.083716692,0.084560721,0.085278568,0.084918745,0.085198634,0.08421584,0.08207062
3,0,0.099523072,0.076980866,0.166295362,0.157598166,0.131806404,0.128513837,0.1250805,0.129419356,0.132820635,0.136968405,0.139719787,0.13963722,0.138914631,0.14412628,0.149106868,0.152811983,0.15600653,0.158761187,0.160641492,0.162198331,0.16303034,0.16362197,0.162403287,0.159537414,0.156092051,0.152707302,0.14921014,0.145565227,0.141641349,0.13805787,0.134628476,0.131438245,0.128396241,0.125471264,0.122810783,0.120299054,0.1178857,0.11632962,0.115459045,0.114261163,0.113139821,0.112208749,0.11155325,0.110944051,0.110329181,0.109762902,0.109199865,0.108699015,0.108209665,0.107779875,0.107342157,0.106793612,0,0.037075687,0.054241169,0.040435568,0.035966317,0.040242828,0.016883543,0.0219197,0.033628287,0.034404108,0.038870882,0.033463924,0.052462055,0.049242595,0.051964937,0.049077679,0.053512701,0.060505182,0.058871193,0.055813518,0.055509161,0.051544573,0.049211508,0.047303403,0.044796076,0.04094943,0.036560752,0.036033339,0.03439754,0.033332309,0.034134136,0.037346047,0.036573487,0.034898081,0.037711252,0.040265191,0.042356597,0.043837738,0.044658838,0.047458234,0.0473178,0.045373914,0.046685434,0.049646037,0.052269103,0.054416367,0.053458789,0.054966809,0.051948621,0.050310951
4,0,0.080323562,0.086604246,0.117317049,0.116028273,0.074348966,0.080047646,0.086369308,0.090886,0.095721737,0.102840224,0.115388213,0.123490976,0.12788162,0.134208087,0.140764645,0.145837291,0.15080977,0.154913805,0.157616681,0.160029618,0.161443173,0.162554249,0.161662623,0.158987985,0.15564188,0.152448291,0.148956943,0.145250469,0.141339586,0.137735932,0.134426306,0.131243885,0.128167705,0.125219004,0.122652345,0.120356423,0.118178557,0.116968078,0.116357419,0.115406856,0.114696663,0.114139378,0.113914029,0.113820078,0.113727118,0.113590478,0.11341994,0.113204733,0.112989411,0.112737658,0.112431029,0.111993083,0,0.041438255,0.064798669,0.024653294,0.016699156,0.036853887,0.034692275,0.045333536,0.030787429,0.058106387,0.065182689,0.067638577,0.057820032,0.053741743,0.069929259,0.06176331,0.05700027,0.059900683,0.057688319,0.059342234,0.058651299,0.058083714,0.055905795,0.055056703,0.05209097,0.05097247,0.05297786,0.055237305,0.05171053,0.054780124,0.058011894,0.058224172,0.054482306,0.055152704,0.058105206,0.058457497,0.056517916,0.057589734,0.061787452,0.064754768,0.065171436,0.064381867,0.06405346,0.067720938,0.069252359,0.068030179,0.064876823,0.065939762,0.062254551,0.061402519
5,0,0.060618133,0.073037145,0.17388289,0.15784911,0.111824287,0.097345364,0.093736009,0.091166929,0.088968905,0.086513747,0.085093516,0.082290825,0.080977494,0.081979503,0.083300926,0.084215436,0.084985673,0.085874606,0.086354977,0.086869976,0.086875559,0.08839526,0.088062217,0.085752803,0.082872192,0.080033458,0.077068293,0.074121236,0.071141835,0.068355236,0.065902489,0.06371218,0.06176798,0.060005225,0.058516485,0.057245134,0.056063129,0.055617645,0.055746183,0.055581378,0.05544877,0.055533371,0.055786976,0.0560465,0.056326846,0.056623511,0.057000118,0.057419283,0.057839385,0.058350838,0.05889646,0.059335251,6.31E-11,0.159539862,0.113379875,0.105397215,0.088697349,0.10757251,0.084654368,0.093262713,0.070526721,0.053709504,0.054766532,0.047142078,0.048888681,0.061921997,0.063590276,0.057904614,0.05755122,0.060076857,0.048058608,0.042629661,0.040630158,0.039012506,0.041669212,0.044580591,0.046086737,0.04279036,0.038705222,0.043510065,0.039567499,0.041857753,0.044071562,0.046052165,0.043466604,0.045055702,0.045526369,0.047264602,0.045322374,0.046436279,0.051544179,0.052394487,0.056068648,0.055901017,0.056359545,0.057042097,0.056609272,0.05641355,0.056395071,0.055608138,0.052297956,0.05092315
6,0,0.253288371,0.127516596,0.330321985,0.305494184,0.263287294,0.245147738,0.239297211,0.234985279,0.234832042,0.236437885,0.239658817,0.24098373,0.240637586,0.241929512,0.243164465,0.244018711,0.245312301,0.246422923,0.246629663,0.246597868,0.246878989,0.246976065,0.245356769,0.242544246,0.239173302,0.236086453,0.233032306,0.229913403,0.22647096,0.223296106,0.220159302,0.217107646,0.214312252,0.211617086,0.209030193,0.206614749,0.20438238,0.202887616,0.202131404,0.201295225,0.200554326,0.200061581,0.19983939,0.199577762,0.199350015,0.19909099,0.19880057,0.198488205,0.198229856,0.197972538,0.197718843,0.197369394,2.83E-10,0.80899999,0.271911167,0.134887782,0.02040922,0.036625149,0.035666362,0.056669305,0.045489054,0.05489257,0.062474305,0.064508911,0.062540536,0.062214012,0.068197382,0.069233751,0.075085502,0.080741675,0.081101267,0.088816858,0.091818701,0.091226856,0.093239376,0.096625217,0.100765295,0.098240811,0.100378768,0.101911126,0.102024727,0.106056637,0.109254829,0.111693051,0.109215188,0.106677535,0.11073122,0.108270997,0.106957547,0.108192481,0.109796768,0.10769051,0.11114459,0.109968538,0.110092973,0.111906758,0.113064379,0.112402703,0.11165781,0.112978538,0.114504538,0.11556908
7,0,0.11214179,0.040578168,0.172427433,0.150118708,0.118774799,0.111815795,0.108569595,0.1046275,0.102061494,0.101418163,0.101004128,0.099130249,0.095068386,0.093248943,0.092902435,0.092034869,0.091766136,0.091718865,0.092600913,0.094228837,0.095229422,0.09605456,0.095059729,0.092562318,0.089616153,0.086696883,0.083811827,0.080866409,0.077756069,0.07503547,0.072630927,0.070391772,0.068063525,0.065817887,0.063698813,0.061649062,0.059782647,0.059020674,0.059071504,0.058727721,0.058332161,0.058092036,0.058034815,0.058110466,0.058257987,0.05834143,0.058470147,0.058538366,0.0585797,0.058553819,0.058509386,0.058367381,2.13E-12,0.031247791,0.035766596,0.026040858,0.050273223,0.07092509,0.053654986,0.052626634,0.031327906,0.027704386,0.036148563,0.035432703,0.033004056,0.039766457,0.036612798,0.024127706,0.024199446,0.034975111,0.032635993,0.040891025,0.044892004,0.03991731,0.037318402,0.035769689,0.031261574,0.028549004,0.024687137,0.024238184,0.018924421,0.021909782,0.0230759,0.022509077,0.02363133,0.02373141,0.026229319,0.026067241,0.024246262,0.023495557,0.02584519,0.029662517,0.03342958,0.032789957,0.033049651,0.035722069,0.035957929,0.037524968,0.040751222,0.04062304,0.038793636,0.037799574
8,0,0.212871157,0.118019746,0.356206,0.341389691,0.306507397,0.293590229,0.287773332,0.289512297,0.290086149,0.289548807,0.290908344,0.290374475,0.288147292,0.288176041,0.28809503,0.28904879,0.290555337,0.291630837,0.292142521,0.292261808,0.291895814,0.291456566,0.289471272,0.28608795,0.282283542,0.278729325,0.274923997,0.271209903,0.267435732,0.263875965,0.260636311,0.257467955,0.254400097,0.25144681,0.248622613,0.245849897,0.24326327,0.241388134,0.240090335,0.238592331,0.237075586,0.235744467,0.234630988,0.233558247,0.232514958,0.231454801,0.230517066,0.229609096,0.228718472,0.227810863,0.226838941,0.225906181,3.62E-10,0.38626362,0.421112706,0.35394059,0.056947497,0.043868098,0.038224783,0.043212301,0.047385732,0.046429427,0.051016603,0.058169283,0.052917786,0.056063561,0.062470865,0.063671384,0.06322772,0.070891843,0.071277625,0.071616234,0.075407653,0.069900194,0.073103415,0.075487502,0.082506549,0.083139972,0.08613837,0.087181781,0.086306435,0.095449862,0.098639143,0.109380736,0.106182416,0.105078217,0.111507488,0.11649318,0.122193712,0.124494608,0.125090112,0.127469917,0.133484149,0.129480907,0.126287972,0.126062453,0.129320003,0.128785196,0.130028129,0.126972754,0.122359496,0.124889203
9,0,0.074134751,0.109955711,0.057871724,0.058796618,0.030417341,0.035773645,0.038472646,0.052135718,0.063415386,0.073397947,0.085181036,0.093268083,0.098359501,0.104685822,0.110110449,0.114798701,0.118821804,0.122368413,0.125532899,0.127977854,0.129888374,0.131810609,0.131620913,0.129934144,0.127542128,0.125128595,0.12254627,0.119753306,0.116457896,0.113334149,0.11025923,0.107656099,0.104999932,0.102458041,0.100096673,0.097763287,0.095559345,0.094166422,0.09343749,0.092358538,0.091285178,0.090375201,0.089817675,0.089268856,0.088727414,0.088229659,0.087826294,0.087540204,0.087257338,0.087048772,0.086818919,0.086533617,0,0.052812462,0.064764788,0.030680517,0.033330102,0.045101134,0.046887517,0.051767176,0.053260322,0.054861566,0.055145936,0.077368052,0.065287698,0.059798002,0.061424389,0.073868072,0.06777383,0.065676878,0.064680648,0.072895432,0.079834557,0.067200297,0.062400475,0.059680259,0.057790864,0.051774848,0.051077061,0.046414459,0.04633935,0.049025182,0.050459815,0.050057226,0.046882631,0.046172588,0.049518399,0.047763555,0.04652699,0.047316208,0.055595642,0.057203203,0.060547074,0.062827131,0.063452424,0.06430852,0.06452258,0.064635299,0.06087918,0.061783461,0.058070974,0.057093966
