-6.00000,0.00000,0.00101,0.03316,0.01350
-5.99760,0.00000,0.00102,0.03320,0.01351
-5.99520,0.00000,0.00102,0.03325,0.01353
-5.99280,0.00000,0.00103,0.03329,0.01355
-5.99040,0.00000,0.00103,0.03334,0.01356
-5.98800,0.00000,0.00103,0.03338,0.01358
-5.98560,0.00000,0.00104,0.03343,0.01360
-5.98320,0.00000,0.00104,0.03347,0.01361
-5.98080,0.00000,0.00105,0.03351,0.01363
-5.97840,0.00000,0.00105,0.03356,0.01364
-5.97600,0.00000,0.00105,0.03360,0.01366
-5.97359,0.00000,0.00106,0.03365,0.01368
-5.97119,0.00000,0.00106,0.03369,0.01369
-5.96879,0.00000,0.00107,0.03374,0.01371
-5.96639,0.00000,0.00107,0.03378,0.01373
-5.96399,0.00000,0.00108,0.03383,0.01374
-5.96159,0.00000,0.00108,0.03387,0.01376
-5.95919,0.00000,0.00108,0.03392,0.01378
-5.95679,0.00000,0.00109,0.03396,0.01379
-5.95439,0.00000,0.00109,0.03401,0.01381
-5.95199,0.00000,0.00110,0.03405,0.01382
-5.94959,0.00000,0.00110,0.03410,0.01384
-5.94719,0.00000,0.00111,0.03414,0.01386
-5.94479,0.00000,0.00111,0.03419,0.01387
-5.94239,0.00000,0.00111,0.03423,0.01389
-5.93999,0.00000,0.00112,0.03428,0.01391
-5.93759,0.00000,0.00112,0.03432,0.01392
-5.93519,0.00000,0.00113,0.03437,0.01394
-5.93279,0.00000,0.00113,0.03441,0.01396
-5.93039,0.00000,0.00114,0.03446,0.01397
-5.92799,0.00000,0.00114,0.03450,0.01399
-5.92559,0.00000,0.00114,0.03455,0.01401
-5.92318,0.00000,0.00115,0.03459,0.01402
-5.92078,0.00000,0.00115,0.03464,0.01404
-5.91838,0.00000,0.00116,0.03468,0.01406
-5.91598,0.00000,0.00116,0.03473,0.01407
-5.91358,0.00000,0.00117,0.03478,0.01409
-5.91118,0.00000,0.00117,0.03482,0.01411
-5.90878,0.00000,0.00118,0.03487,0.01412
-5.90638,0.00000,0.00118,0.03491,0.01414
-5.90398,0.00000,0.00118,0.03496,0.01416
-5.90158,0.00000,0.00119,0.03500,0.01417
-5.89918,0.00000,0.00119,0.03505,0.01419
-5.89678,0.00000,0.00120,0.03510,0.01421
-5.89438,0.00000,0.00120,0.03514,0.01422
-5.89198,0.00000,0.00121,0.03519,0.01424
-5.88958,0.00000,0.00121,0.03523,0.01426
-5.88718,0.00000,0.00122,0.03528,0.01428
-5.88478,0.00000,0.00122,0.03532,0.01429
-5.88238,0.00000,0.00123,0.03537,0.01431
-5.87998,0.00000,0.00123,0.03542,0.01433
-5.87758,0.00000,0.00124,0.03546,0.01434
-5.87518,0.00000,0.00124,0.03551,0.01436
-5.87277,0.00000,0.00125,0.03556,0.01438
-5.87037,0.00000,0.00125,0.03560,0.01439
-5.86797,0.00000,0.00125,0.03565,0.01441
-5.86557,0.00000,0.00126,0.03569,0.01443
-5.86317,0.00000,0.00126,0.03574,0.01445
-5.86077,0.00000,0.00127,0.03579,0.01446
-5.85837,0.00000,0.00127,0.03583,0.01448
-5.85597,0.00000,0.00128,0.03588,0.01450
-5.85357,0.00000,0.00128,0.03593,0.01451
-5.85117,0.00000,0.00129,0.03597,0.01453
-5.84877,0.00000,0.00129,0.03602,0.01455
-5.84637,0.00000,0.00130,0.03607,0.01456
-5.84397,0.00000,0.00130,0.03611,0.01458
-5.84157,0.00000,0.00131,0.03616,0.01460
-5.83917,0.00000,0.00131,0.03621,0.01462
-5.83677,0.00000,0.00132,0.03625,0.01463
-5.83437,0.00000,0.00132,0.03630,0.01465
-5.83197,0.00000,0.00133,0.03635,0.01467
-5.82957,0.00000,0.00133,0.03639,0.01469
-5.82717,0.00000,0.00134,0.03644,0.01470
-5.82476,0.00000,0.00134,0.03649,0.01472
-5.82236,0.00000,0.00135,0.03653,0.01474
-5.81996,0.00000,0.00135,0.03658,0.01475
-5.81756,0.00000,0.00136,0.03663,0.01477
-5.81516,0.00000,0.00136,0.03668,0.01479
-5.81276,0.00000,0.00137,0.03672,0.01481
-5.81036,0.00000,0.00137,0.03677,0.01482
-5.80796,0.00000,0.00138,0.03682,0.01484
-5.80556,0.00000,0.00138,0.03686,0.01486
-5.80316,0.00000,0.00139,0.03691,0.01488
-5.80076,0.00000,0.00140,0.03696,0.01489
-5.79836,0.00000,0.00140,0.03701,0.01491
-5.79596,0.00000,0.00141,0.03705,0.01493
-5.79356,0.00000,0.00141,0.03710,0.01495
-5.79116,0.00000,0.00142,0.03715,0.01496
-5.78876,0.00000,0.00142,0.03720,0.01498
-5.78636,0.00000,0.00143,0.03724,0.01500
-5.78396,0.00000,0.00143,0.03729,0.01502
-5.78156,0.00000,0.00144,0.03734,0.01503
-5.77916,0.00000,0.00144,0.03739,0.01505
-5.77676,0.00000,0.00145,0.03743,0.01507
-5.77435,0.00000,0.00145,0.03748,0.01509
-5.77195,0.00000,0.00146,0.03753,0.01510
-5.76955,0.00000,0.00147,0.03758,0.01512
-5.76715,0.00000,0.00147,0.03762,0.01514
-5.76475,0.00000,0.00148,0.03767,0.01516
-5.76235,0.00000,0.00148,0.03772,0.01517
-5.75995,0.00000,0.00149,0.03777,0.01519
-5.75755,0.00000,0.00149,0.03782,0.01521
-5.75515,0.00000,0.00150,0.03786,0.01523
-5.75275,0.00000,0.00150,0.03791,0.01524
-5.75035,0.00000,0.00151,0.03796,0.01526
-5.74795,0.00000,0.00152,0.03801,0.01528
-5.74555,0.00000,0.00152,0.03806,0.01530
-5.74315,0.00000,0.00153,0.03811,0.01532
-5.74075,0.00000,0.00153,0.03815,0.01533
-5.73835,0.00000,0.00154,0.03820,0.01535
-5.73595,0.00000,0.00154,0.03825,0.01537
-5.73355,0.00000,0.00155,0.03830,0.01539
-5.73115,0.00000,0.00156,0.03835,0.01540
-5.72875,0.00000,0.00156,0.03839,0.01542
-5.72635,0.00000,0.00157,0.03844,0.01544
-5.72394,0.00000,0.00157,0.03849,0.01546
-5.72154,0.00000,0.00158,0.03854,0.01548
-5.71914,0.00000,0.00159,0.03859,0.01549
-5.71674,0.00000,0.00159,0.03864,0.01551
-5.71434,0.00000,0.00160,0.03869,0.01553
-5.71194,0.00000,0.00160,0.03873,0.01555
-5.70954,0.00000,0.00161,0.03878,0.01557
-5.70714,0.00000,0.00162,0.03883,0.01558
-5.70474,0.00000,0.00162,0.03888,0.01560
-5.70234,0.00000,0.00163,0.03893,0.01562
-5.69994,0.00000,0.00163,0.03898,0.01564
-5.69754,0.00000,0.00164,0.03903,0.01566
-5.69514,0.00000,0.00165,0.03908,0.01567
-5.69274,0.00000,0.00165,0.03913,0.01569
-5.69034,0.00000,0.00166,0.03917,0.01571
-5.68794,0.00000,0.00166,0.03922,0.01573
-5.68554,0.00000,0.00167,0.03927,0.01575
-5.68314,0.00000,0.00168,0.03932,0.01577
-5.68074,0.00000,0.00168,0.03937,0.01578
-5.67834,0.00000,0.00169,0.03942,0.01580
-5.67594,0.00000,0.00170,0.03947,0.01582
-5.67353,0.00000,0.00170,0.03952,0.01584
-5.67113,0.00000,0.00171,0.03957,0.01586
-5.66873,0.00000,0.00171,0.03962,0.01587
-5.66633,0.00000,0.00172,0.03967,0.01589
-5.66393,0.00000,0.00173,0.03972,0.01591
-5.66153,0.00000,0.00173,0.03977,0.01593
-5.65913,0.00000,0.00174,0.03981,0.01595
-5.65673,0.00000,0.00175,0.03986,0.01597
-5.65433,0.00000,0.00175,0.03991,0.01598
-5.65193,0.00000,0.00176,0.03996,0.01600
-5.64953,0.00000,0.00177,0.04001,0.01602
-5.64713,0.00000,0.00177,0.04006,0.01604
-5.64473,0.00000,0.00178,0.04011,0.01606
-5.64233,0.00000,0.00179,0.04016,0.01608
-5.63993,0.00000,0.00179,0.04021,0.01609
-5.63753,0.00000,0.00180,0.04026,0.01611
-5.63513,0.00000,0.00181,0.04031,0.01613
-5.63273,0.00000,0.00181,0.04036,0.01615
-5.63033,0.00000,0.00182,0.04041,0.01617
-5.62793,0.00000,0.00183,0.04046,0.01619
-5.62553,0.00000,0.00183,0.04051,0.01621
-5.62312,0.00000,0.00184,0.04056,0.01622
-5.62072,0.00000,0.00185,0.04061,0.01624
-5.61832,0.00000,0.00185,0.04066,0.01626
-5.61592,0.00000,0.00186,0.04071,0.01628
-5.61352,0.00000,0.00187,0.04076,0.01630
-5.61112,0.00000,0.00187,0.04081,0.01632
-5.60872,0.00000,0.00188,0.04086,0.01634
-5.60632,0.00000,0.00189,0.04091,0.01635
-5.60392,0.00000,0.00189,0.04096,0.01637
-5.60152,0.00000,0.00190,0.04101,0.01639
-5.59912,0.00000,0.00191,0.04106,0.01641
-5.59672,0.00000,0.00191,0.04111,0.01643
-5.59432,0.00000,0.00192,0.04116,0.01645
