-3.00000,0.00443
-2.99399,0.00451
-2.98799,0.00459
-2.98198,0.00468
-2.97598,0.00476
-2.96997,0.00485
-2.96396,0.00493
-2.95796,0.00502
-2.95195,0.00511
-2.94595,0.00520
-2.93994,0.00530
-2.93393,0.00539
-2.92793,0.00549
-2.92192,0.00558
-2.91592,0.00568
-2.90991,0.00578
-2.90390,0.00589
-2.89790,0.00599
-2.89189,0.00609
-2.88589,0.00620
-2.87988,0.00631
-2.87387,0.00642
-2.86787,0.00653
-2.86186,0.00664
-2.85586,0.00676
-2.84985,0.00688
-2.84384,0.00699
-2.83784,0.00711
-2.83183,0.00724
-2.82583,0.00736
-2.81982,0.00749
-2.81381,0.00761
-2.80781,0.00774
-2.80180,0.00788
-2.79580,0.00801
-2.78979,0.00814
-2.78378,0.00828
-2.77778,0.00842
-2.77177,0.00856
-2.76577,0.00871
-2.75976,0.00885
-2.75375,0.00900
-2.74775,0.00915
-2.74174,0.00930
-2.73574,0.00946
-2.72973,0.00961
-2.72372,0.00977
-2.71772,0.00993
-2.71171,0.01010
-2.70571,0.01026
-2.69970,0.01043
-2.69369,0.01060
-2.68769,0.01077
-2.68168,0.01095
-2.67568,0.01113
-2.66967,0.01131
-2.66366,0.01149
-2.65766,0.01167
-2.65165,0.01186
-2.64565,0.01205
-2.63964,0.01224
-2.63363,0.01244
-2.62763,0.01264
-2.62162,0.01284
-2.61562,0.01304
-2.60961,0.01325
-2.60360,0.01346
-2.59760,0.01367
-2.59159,0.01388
-2.58559,0.01410
-2.57958,0.01432
-2.57357,0.01454
-2.56757,0.01477
-2.56156,0.01500
-2.55556,0.01523
-2.54955,0.01547
-2.54354,0.01571
-2.53754,0.01595
-2.53153,0.01619
-2.52553,0.01644
-2.51952,0.01669
-2.51351,0.01694
-2.50751,0.01720
-2.50150,0.01746
-2.49550,0.01773
-2.48949,0.01799
-2.48348,0.01826
-2.47748,0.01854
-2.47147,0.01882
-2.46547,0.01910
-2.45946,0.01938
-2.45345,0.01967
-2.44745,0.01996
-2.44144,0.02026
-2.43544,0.02056
-2.42943,0.02086
-2.42342,0.02116
-2.41742,0.02147
-2.41141,0.02179
-2.40541,0.02211
-2.39940,0.02243
-2.39339,0.02275
-2.38739,0.02308
-2.38138,0.02341
-2.37538,0.02375
-2.36937,0.02409
-2.36336,0.02444
-2.35736,0.02479
-2.35135,0.02514
-2.34535,0.02550
-2.33934,0.02586
-2.33333,0.02622
-2.32733,0.02659
-2.32132,0.02697
-2.31532,0.02734
-2.30931,0.02773
-2.30330,0.02811
-2.29730,0.02850
-2.29129,0.02890
-2.28529,0.02930
-2.27928,0.02970
-2.27327,0.03011
-2.26727,0.03053
-2.26126,0.03094
-2.25526,0.03137
-2.24925,0.03179
-2.24324,0.03223
-2.23724,0.03266
-2.23123,0.03310
-2.22523,0.03355
-2.21922,0.03400
-2.21321,0.03446
-2.20721,0.03492
-2.20120,0.03538
-2.19520,0.03585
-2.18919,0.03633
-2.18318,0.03681
-2.17718,0.03729
-2.17117,0.03778
-2.16517,0.03828
-2.15916,0.03878
-2.15315,0.03928
-2.14715,0.03979
-2.14114,0.04031
-2.13514,0.04083
-2.12913,0.04136
-2.12312,0.04189
-2.11712,0.04242
-2.11111,0.04297
-2.10511,0.04351
-2.09910,0.04407
-2.09309,0.04463
-2.08709,0.04519
-2.08108,0.04576
-2.07508,0.04633
-2.06907,0.04691
-2.06306,0.04750
-2.05706,0.04809
-2.05105,0.04869
-2.04505,0.04929
-2.03904,0.04990
-2.03303,0.05051
-2.02703,0.05113
-2.02102,0.05176
-2.01502,0.05239
-2.00901,0.05302
-2.00300,0.05367
-1.99700,0.05432
-1.99099,0.05497
-1.98498,0.05563
-1.97898,0.05630
-1.97297,0.05697
-1.96697,0.05765
-1.96096,0.05833
-1.95495,0.05902
-1.94895,0.05972
-1.94294,0.06042
-1.93694,0.06113
-1.93093,0.06184
-1.92492,0.06256
-1.91892,0.06329
-1.91291,0.06402
-1.90691,0.06476
-1.90090,0.06550
-1.89489,0.06625
-1.88889,0.06701
-1.88288,0.06777
-1.87688,0.06854
-1.87087,0.06932
-1.86486,0.07010
-1.85886,0.07089
-1.85285,0.07169
-1.84685,0.07249
-1.84084,0.07329
-1.83483,0.07411
-1.82883,0.07493
-1.82282,0.07575
-1.81682,0.07659
-1.81081,0.07742
-1.80480,0.07827
-1.79880,0.07912
-1.79279,0.07998
-1.78679,0.08084
-1.78078,0.08171
-1.77477,0.08259
-1.76877,0.08347
-1.76276,0.08436
-1.75676,0.08526
-1.75075,0.08616
-1.74474,0.08707
-1.73874,0.08799
-1.73273,0.08891
-1.72673,0.08984
-1.72072,0.09077
-1.71471,0.09172
-1.70871,0.09266
-1.70270,0.09362
-1.69670,0.09458
-1.69069,0.09555
-1.68468,0.09652
-1.67868,0.09750
-1.67267,0.09848
-1.66667,0.09948
-1.66066,0.10048
-1.65465,0.10148
-1.64865,0.10249
-1.64264,0.10351
-1.63664,0.10454
-1.63063,0.10557
-1.62462,0.10660
-1.61862,0.10765
-1.61261,0.10870
-1.60661,0.10975
-1.60060,0.11081
-1.59459,0.11188
-1.58859,0.11296
-1.58258,0.11404
-1.57658,0.11513
-1.57057,0.11622
-1.56456,0.11732
-1.55856,0.11842
-1.55255,0.11953
-1.54655,0.12065
-1.54054,0.12178
-1.53453,0.12291
-1.52853,0.12404
-1.52252,0.12518
-1.51652,0.12633
-1.51051,0.12748
-1.50450,0.12864
-1.49850,0.12981
-1.49249,0.13098
-1.48649,0.13216
-1.48048,0.13334
-1.47447,0.13453
-1.46847,0.13572
-1.46246,0.13692
-1.45646,0.13813
-1.45045,0.13934
-1.44444,0.14056
-1.43844,0.14178
-1.43243,0.14301
-1.42643,0.14424
-1.42042,0.14548
-1.41441,0.14672
-1.40841,0.14797
-1.40240,0.14922
-1.39640,0.15048
-1.39039,0.15175
-1.38438,0.15302
-1.37838,0.15429
-1.37237,0.15557
-1.36637,0.15686
-1.36036,0.15815
-1.35435,0.15944
-1.34835,0.16074
-1.34234,0.16205
-1.33634,0.16335
-1.33033,0.16467
-1.32432,0.16599
-1.31832,0.16731
-1.31231,0.16863
-1.30631,0.16997
-1.30030,0.17130
-1.29429,0.17264
-1.28829,0.17399
-1.28228,0.17533
-1.27628,0.17669
-1.27027,0.17804
-1.26426,0.17940
-1.25826,0.18077
-1.25225,0.18214
-1.24625,0.18351
-1.24024,0.18488
-1.23423,0.18626
-1.22823,0.18764
-1.22222,0.18903
-1.21622,0.19042
-1.21021,0.19181
-1.20420,0.19321
-1.19820,0.19461
-1.19219,0.19601
-1.18619,0.19741
-1.18018,0.19882
-1.17417,0.20023
-1.16817,0.20164
-1.16216,0.20306
-1.15616,0.20448
-1.15015,0.20590
-1.14414,0.20732
-1.13814,0.20875
-1.13213,0.21018
-1.12613,0.21161
-1.12012,0.21304
-1.11411,0.21447
-1.10811,0.21591
-1.10210,0.21735
