,0
0,0.007300347283195038
1,0.06829689007653086
2,0.02527023399054497
3,0.625234773466472
4,0.12569597070573427
5,0.10572413030401348
6,0.7156374370586358
7,0.5610236910920111
8,0.014253409702509823
9,0.020103969907603176
10,0.0817183693884288
11,0.017810159529203586
12,0.0632567109812424
13,0.03517308546792708
14,0.04890416243168628
15,0.04532885562604704
16,0.04602787380556067
17,0.011915228949272763
18,0.03901656163032669
19,0.09227157683066985
20,0.03330524961300977
21,0.045059171040476166
22,0.03904154605546806
23,0.060826274052937085
24,0.16194940336232402
25,0.6311099347728667
26,0.021604490304949563
27,0.3427739301085012
28,0.015412615243267536
29,0.3790380249369861
30,0.031078642761463472
31,0.10378246719166608
32,0.020569708880543807
33,0.021498884131147172
34,0.17254611927182983
35,0.014931366672339255
36,0.0072258951115902505
37,0.4194471686831103
38,0.10874373773447173
39,0.076135031389204
40,0.014057324386350024
41,0.009360881615624261
42,0.06113357253336278
43,0.01686265581831763
44,0.047977804458116786
45,0.08990751722945978
46,0.01999544640062312
47,0.010091860677023664
48,0.03988154981236779
49,0.21781319484565625
50,0.014803593564537898
51,0.10041212811139376
52,0.04949036038006073
53,0.03183281401451802
54,0.4459949450871462
55,0.041878658006502166
56,0.03397504192355878
57,0.022608978543129096
58,0.13846281298735827
59,0.026197505404837746
60,0.13599855233363403
61,0.026089966698702356
62,0.036076439374877395
63,0.034493429785204706
64,0.04761234629086205
65,0.04709079826110792
66,0.02578157764385191
67,0.06930492909864155
68,0.005047538565911724
69,0.01806478162406393
70,0.033006636771750635
71,0.03523673281597073
72,0.6820688166407008
73,0.08801590967322818
74,0.07261864197044529
75,0.008484942216139185
76,0.01159853771871328
77,0.020591373450178866
78,0.009175816035267851
79,0.03920292437582165
80,0.04555651862941495
81,0.5472177071986025
82,0.04570213218807224
83,0.11299750842047797
84,0.015444985659173549
85,0.07232305410684131
86,0.05445043265409604
87,0.07570570967036791
88,0.2682770024956341
89,0.04489637375272508
90,0.07279839465288612
91,0.234049071436583
92,0.6030807288677995
93,0.014570144470622137
94,0.12019802857098638
95,0.06031303309445226
96,0.03627828721180662
97,0.20925047767227456
98,0.08813943176060747
99,0.15661871635509203
100,0.033770736694869685
101,0.02800346315487083
102,0.11709345761229478
103,0.02150737028406747
104,0.03093549864769047
105,0.12331834462926161
106,0.25192023317912005
107,0.08438022437211934
108,0.014801975540643905
109,0.12055198430626704
110,0.030213075413162534
111,0.05727740295566898
112,0.06288099905852063
113,0.014731967413221907
114,0.028914806292665948
115,0.17782387500501717
116,0.06090843194657318
117,0.04362253713712583
118,0.0953342505414025
119,0.09221548286181797
120,0.07441789131869067
121,0.01569038931080753
122,0.04228158725309741
123,0.06330582979616727
124,0.04760813725279388
125,0.04647380968018209
126,0.017879622285279163
127,0.022182760410243585
128,0.07284246313218805
129,0.03975756213372406
130,0.02423832701393937
131,0.16241450833533558
132,0.15177972662611858
133,0.011253828494777351
134,0.10085569891911844
135,0.6275551574927521
136,0.03324897665235682
137,0.02594684817987786
138,0.05940157907628704
139,0.03907102580506026
140,0.07639947675633241
141,0.20111339234516976
142,0.027232855424511284
143,0.12821130656497112
144,0.2179121575763479
145,0.019195413209923302
146,0.11431947918861168
147,0.09544548331385776
