,0
0,0.16955260997253463
1,0.06684303377251573
2,0.15365821567850985
3,0.02844309779381024
4,0.1983181359510992
5,0.07029179690881286
6,0.09772832468746641
7,0.5008260746663054
8,0.2917842384792737
9,0.18385488855981721
10,0.30428193161512307
11,0.01089313214590721
12,0.6520263509084561
13,0.04497818791120851
14,0.2919812528744435
15,0.06489621372182267
16,0.01318698901648097
17,0.08443241541516035
18,0.3176706845830601
19,0.053001806817697235
20,0.2323163352491855
21,0.08758358270334991
22,0.009248707961900313
23,0.06578767000770507
24,0.21230246712531506
25,0.33740711196067363
26,0.4283703088023832
27,0.6285210864278155
28,0.33735315988060527
29,0.012984071988536185
30,0.09118137879651057
31,0.324897287724936
32,0.19530426783713337
33,0.04726299636384693
34,0.16485682574658037
35,0.17063813887896848
36,0.5784795771714171
37,0.02262242741321951
38,0.0059811046137089475
39,0.02291340731059198
40,0.0313662750227236
41,0.33560992447631743
42,0.25603506417346983
43,0.6022826402802643
44,0.3176873801824639
45,0.010178158445195274
46,0.12092206531044901
47,0.30649901132575064
48,0.023403202249416565
49,0.3388710502636183
50,0.22661973441877722
51,0.11309613640558028
52,0.34890343838816146
53,0.49338810071520045
54,0.10763469968105412
55,0.13525047525111802
56,0.655945740764881
57,0.003110707958024943
58,0.0690282044247798
59,0.19580943627843087
60,0.11490311273412214
61,0.020430936662662394
62,0.028463299099400482
63,0.04789001026703629
64,0.06777151842642068
65,0.1267865214935664
66,0.0650290882976722
67,0.025780632504824475
68,0.11675466200382602
69,0.09656539318726307
70,0.4476576059117499
71,0.39987165357359955
72,0.0544849075564406
73,0.24608477918326863
74,0.09593134286151327
75,0.23374510814994387
76,0.06623818036656831
77,0.03994634060955332
78,0.3169984651941621
79,0.37901360629982045
80,0.21429603632346547
81,0.022248747704119318
82,0.41245863032542535
83,0.3325486101605618
84,0.08308174449154258
85,0.05468802148780941
86,0.22199256582732374
87,0.04989835168631141
88,0.07337817126927931
89,0.07639658844854696
90,0.06389064081719122
91,0.22513844323208682
92,0.0899188619710077
93,0.3143352469658979
94,0.15906910661455254
95,0.3857822473226307
96,0.1233089068590395
97,0.05909545596163301
98,0.7214195036508613
99,0.04381897922914133
100,0.13632158392398794
101,0.40527868088916874
102,0.01920979025952473
103,0.5103965100050275
104,0.017913300104020966
105,0.2622509210561162
106,0.0662140167537118
107,0.2652207027034742
108,0.20063843669131612
109,0.33493295530673906
110,0.09085389273694233
111,0.30890825905909913
112,0.05489680726193184
113,0.7321318540237457
114,0.05544493694270776
115,0.2828333147871439
116,0.02291196368692646
117,0.015814351883474922
118,0.1538856357116492
119,0.04907667889673583
120,0.1303828400989827
121,0.004317843068181649
122,0.8020924513520576
123,0.3100658519294536
124,0.01726306075461147
125,0.10573705417690928
126,0.14940590777993784
127,0.014671546371238473
128,0.12883778348193065
129,0.1273994124841051
130,0.2861863561248582
131,0.25740091650172753
132,0.7884428536634259
133,0.12176601158453901
134,0.1266272710301701
135,0.2090681766244758
136,0.05402290773683521
137,0.08002582362217758
138,0.19874152539453285
139,0.19117978224132395
140,0.17180333157458377
141,0.34213710409615244
142,0.02251616722522345
143,0.10961114449851224
144,0.05223271780835791
145,0.36343181001040903
146,0.19077807914329692
147,0.7171956126018972
148,0.046647423303384394
149,0.20856994694069686
150,0.3450555985077006
151,0.0599798245285982
152,0.4521846811521087
153,0.17390743004925702
154,0.3917564726069825
155,0.3931347377964052
156,0.5752623304720386
157,0.008503157041093858
158,0.05314679441587828
159,0.5945434819510812
160,0.08081521470450029
161,0.33859333932391344
162,0.2735302475944211
163,0.07285219597051555
164,0.3184529643173295
165,0.03315845663050485
166,0.32507817812423084
167,0.4484896023892775
168,0.10222335459438042
169,0.06425904399736668
170,0.06625531259172998
171,0.42099491752984136
172,0.3308315785944201
173,0.15124025415699902
174,0.0681243037476017
175,0.22442114294244367
176,0.004827723810829469
177,0.2036671726924736
178,0.02563850265073589
179,0.4838978646546719
180,0.06700704895814164
181,0.34965393956873836
182,0.21770625595156246
183,0.07892758475362527
184,0.04362174441916019
185,0.03666158053961267
186,0.04681457097483472
187,0.11104755278932889
188,0.3237461837377656
189,0.5072126888986411
190,0.14552804881994996
191,0.014332379539220653
192,0.07892081846438179
193,0.1779206174828982
194,0.2193431080789423
195,0.03722028434548644
196,0.23596957037553282
197,0.3751862798107486
198,0.42265564205009504
199,0.03425697125621989
200,0.5546513334356287
201,0.03504901699595646
202,0.05853577864224697
203,0.15998234053057675
204,0.06600332689643942
205,0.11773259079057223
206,0.09918307348992153
207,0.3035448600186532
208,0.001721093321274597
209,0.3046924779376948
210,0.08195068858584353
211,0.07727238658645057
212,0.22759303249947718
213,0.017787860440236218
214,0.29215187428638434
215,0.025419953318065385
216,0.35485628196382707
217,0.3352645049824609
218,0.3387258645706681
219,0.07431701348574336
220,0.5098414719096347
221,0.12059233834402298
222,0.06589651989652535
223,0.08264050883792903
224,0.19566159449962628
225,0.1438608677747002
226,0.0607037774014434
227,0.030270248814077475
228,0.03673946653013045
229,0.008640882007198246
230,0.3489880000105926
231,0.2807600185974479
232,0.025635780628150983
233,0.13600399247075495
234,0.3716639476202893
235,0.06910679327683145
236,0.07146659521112773
237,0.557655031658722
238,0.09092458465457426
239,0.01611854463662123
240,0.05739541042405339
241,0.023825306047626418
242,0.13328926206638964
243,0.20082485694329033
244,0.225982228394529
245,0.03007242729168437
246,0.10977343541582732
247,0.2659947460380043
248,0.2967827204253351
249,0.0431854907004873
250,0.06034301277816927
251,0.3809848780883352
252,0.020589232292223602
253,0.3163618963658369
254,0.16137259429478393
255,0.05314747852465903
256,0.182088536021637
257,0.015041921531912323
258,0.15495506129644943
259,0.12552214909897214
260,0.2655285603468394
261,0.2529012515628774
262,0.035599811644282706
263,0.3924510887445648
264,0.07456405979837323
265,0.3721753680545618
266,0.013079896891766616
267,0.2873760999415632
268,0.2671378392142588
269,0.34393766860508956
270,0.006052512318803795
271,0.5819214241471331
272,0.23901446417743955
273,0.009627316957551207
274,0.004827723810829469
275,0.22003780754002775
276,0.06917698679069169
277,0.019568579610900038
278,0.3299171589220051
279,0.36229863500180853
280,0.062477829329797015
281,0.3595846743536312
282,0.08320532056678544
283,0.3898183258431404
284,0.012195903659754256
285,0.4649975390632952
286,0.2654398982696426
287,0.3441404611123783
288,0.043786546919599
289,0.01670347155239593
290,0.08504210081337692
291,0.35404532048305654
292,0.057143324506184076
293,0.0551999598850055
294,0.23389210304763536
295,0.3613759511020284
296,0.0865854136783993
297,0.1253149866634365
298,0.0850941991201196
299,0.38865112709403654
300,0.2592850921760216
301,0.03257470851806346
302,0.7119556420083595
303,0.0388465536394111
304,0.3918457611142504
305,0.022191380856992047
306,0.31389001112651777
307,0.22816310120815383
308,0.04925397360676185
309,0.077819651647664
310,0.2598484904437601
311,0.18036977098413712
312,0.06999761549635611
313,0.5703031416217202
314,0.02845150353856399
315,0.020871052290933428
316,0.0151619507708425
317,0.3902713029005019
318,0.0764980920626949
319,0.26279838795724264
320,0.5771162097367546
321,0.12942755918163065
322,0.07563514383079978
323,0.17517706574252348
324,0.19803022475941678
325,0.18106651612997646
326,0.2244432972772501
327,0.19020383239882385
328,0.1926316442122157
329,0.012767053841397724
330,0.19716137808462908
331,0.2930801612380939
332,0.0744332670113862
333,0.17846287417151246
334,0.05947055844284403
335,0.4160950787349256
336,0.023558564150237497
337,0.2197250483292997
338,0.006759792765660276
339,0.2911779005806532
340,0.47123741551939413
341,0.021063316377266425
342,0.09407568887515858
343,0.4622866163754197
344,0.012838172969399911
345,0.045659080737442445
346,0.3683321919192511
347,0.16865087560066092
348,0.009346506508486079
349,0.20529728182207785
350,0.4995984857815596
351,0.06257215504075325
352,0.27858642303086156
353,0.14682303373513142
354,0.012013142520144258
355,0.5526388688255806
356,0.05877010987379749
357,0.10954811767551241
358,0.21218481721710097
359,0.028927008766780192
360,0.40923047274335145
361,0.35925058996242126
362,0.26811472783318613
363,0.017284031686172877
364,0.35853828053000714
365,0.33953082754770125
366,0.10432520387775605
367,0.34089152495440767
368,0.08055122575472848
369,0.25127071840941106
370,0.06791667700086872
371,0.0730805560014189
372,0.029134149680065422
373,0.02326344194128172
374,0.12673284916131985
375,0.29898155301452345
376,0.3178305616539855
377,0.15066395671010102
378,0.010451693828408529
379,0.12796952708465972
380,0.20559194099090294
381,0.3820986667520143
382,0.334660021670584
383,0.008560429471063127
384,0.12284015092920755
385,0.07215388333603848
386,0.04375190539805117
387,0.32700317127750783
388,0.020980989657003443
389,0.11005830368128686
390,0.18014959538362071
391,0.024391197465303095
392,0.019431358636206122
393,0.01385871518233004
394,0.0635955686644035
395,0.264997100697543
396,0.10318546353625614
397,0.234579736592705
398,0.1296663006083648
399,0.44504961068041377
400,0.1877199002256845
401,0.36472697602654847
402,0.22235957025363615
403,0.7856166318066202
404,0.3435364609443253
405,0.36209722130486205
406,0.05504632389028444
407,0.22062723018442434
408,0.04896514834953436
409,0.029505850930111165
410,0.02133138651545798
411,0.11613459296589337
412,0.04395692035360606
413,0.1419939866906668
414,0.013227442364953776
415,0.07310639304700729
416,0.0867292744658143
417,0.05943361089847755
418,0.34744206151560364
419,0.6828851743012826
420,0.030988762731846274
421,0.7854941379526186
422,0.021749098630362475
423,0.16527532087368907
424,0.045030976697651035
425,0.3644039808980899
426,0.0739968957466097
427,0.30491664964173465
428,0.32112495769419774
429,0.3702447833806196
430,0.1021175855772588
431,0.03505709767837735
432,0.31618446753470136
433,0.21501391237899464
434,0.04548409260751318
435,0.20814428084417116
436,0.12892540441060257
437,0.43270169823363247
438,0.12042356585531977
439,0.2483519157645467
440,0.38066238946026254
441,0.3423572537207931
442,0.26585338905861106
443,0.20637849768806257
444,0.04261921848190093
445,0.1857850925812682
446,0.18530432134356714
447,0.07051679058903423
448,0.1827868491003556
449,0.17459614418556083
450,0.16186024851246
451,0.12506246355842424
452,0.09784953407156101
453,0.11216023107000407
454,0.26781516799969407
455,0.06920941528690572
456,0.02967788939837618
457,0.0948059810464016
458,0.051346495932170604
459,0.008089206832861993
460,0.2456358321166801
461,0.08754034364404518
462,0.06913024186033849
463,0.06177682496679424
464,0.37292913742943745
465,0.039477018501665226
466,0.07122082981039166
467,0.17540042028740457
468,0.18261118779323612
469,0.058318629975829234
470,0.029036310667996883
471,0.19670875811318037
472,0.3569148792383688
473,0.07794382157573929
474,0.2646011711820428
475,0.057032119987629436
476,0.5656702182003575
477,0.010583170720176999
478,0.21864284489670016
479,0.10099027568236511
480,0.001250694483500632
481,0.03597168829877894
482,0.3892017867595075
483,0.04236833495558812
484,0.17672787927031952
485,0.12524713240871335
486,0.3238083715742848
487,0.04481553302641269
488,0.3766308702996187
489,0.3766164682311529
490,0.38415036662967994
491,0.011364394619548654
492,0.5740617977972394
493,0.10840646117000158
494,0.05000672741301171
495,0.028131621831110672
496,0.38852066068567476
497,0.05276478998339147
498,0.40116646666997186
499,0.22616120299825787
500,0.4184813335975148
501,0.6661613343611338
502,0.017575727975588675
503,0.12731234994008256
504,0.5668053592990178
505,0.01222908489615705
506,0.22654139587380248
507,0.03514020731999005
508,0.13008751755503947
509,0.03818708362943875
