,0
0,0.1364372296248607
1,0.72577555549576
2,0.05371873764278686
3,0.11442732245580522
4,0.14097344000160822
5,0.07698224221279548
6,0.11834454490091413
7,0.10338574642842868
8,0.34741829174471867
9,0.4516334517149114
10,0.05365445228441074
11,0.20251775704378816
12,0.21100248360098828
13,0.4139445517723349
14,0.7894498824158377
15,0.12392120527835337
16,0.166649030940617
17,0.23924023180797646
18,0.3935894877719159
19,0.3231367487822423
20,0.4327821589408497
21,0.25975651562943164
22,0.2934811818711156
23,0.19438430786228705
24,0.11206703146059376
25,0.30814856944853225
26,0.041226240280319994
27,0.1979189329961509
28,0.1297314910300216
29,0.11281070223353937
30,0.27428671015026124
31,0.3302924735164252
32,0.1670540288082384
33,0.19836399395270018
34,0.04076545637964075
35,0.34416783027368114
36,0.058077289807661615
37,0.43256186436684124
38,0.15930162539317425
39,0.22401342648327693
40,0.11617767924533384
41,0.06978849681525032
42,0.02325810933083179
43,0.19240011479092686
44,0.18647050213074454
45,0.3516561758231608
46,0.09568637652858089
47,0.1222464704045792
48,0.8869404811052453
49,0.10119303479232454
50,0.07338597980503023
51,0.04375929897768762
52,0.297645649330244
53,0.26359521871068026
54,0.31545768112285427
55,0.3917403459191271
56,0.14594706052669495
57,0.12521206416986616
58,0.11223396499667468
59,0.4039351505163585
60,0.3640007633572352
61,0.07427229619199503
62,0.36537606317177596
63,0.09595895077821326
64,0.25339507449446186
65,0.1061622625673495
66,0.04320566558625202
67,0.5689830857590474
68,0.10298376735972954
69,0.07899172468418932
70,0.05461641590238721
71,0.04409951780789297
72,0.12729041103687652
73,0.11610461977703591
74,0.5026458641083396
75,0.21193696423274913
76,0.057539083345245635
77,0.04286060884345722
78,0.0935082627631431
79,0.054533199362828064
80,0.06574625321685751
81,0.07596725786453237
82,0.12526187493116986
83,0.17257438556052407
84,0.05808937848878858
85,0.18671930733415737
86,0.16005380342229966
87,0.17145908091112574
88,0.07161038201204957
89,0.18208287240908355
90,0.4403377456889568
91,0.04601059760719174
92,0.861703067063301
93,0.28237493807700975
94,0.053173067351158
95,0.14793131321359765
96,0.12347378553486922
97,0.04769306650338876
98,0.30191949864966233
99,0.344247894666555
100,0.050643958883216364
101,0.8791153644801356
102,0.13057934780603483
103,0.056930500414696154
104,0.15152346816631604
105,0.37830146249536944
106,0.22860224798849546
107,0.08528341611221969
108,0.02748819437614371
109,0.10693066854427061
110,0.3561429219190475
111,0.030202453316309327
112,0.36532186447457937
113,0.11431451449471951
114,0.2288259936816388
115,0.1690928320249481
116,0.41432352289235025
117,0.07828705813739706
118,0.192454119437253
119,0.05268821484638026
120,0.059858771942994174
121,0.2361417644463101
122,0.1318752350193639
123,0.11677637332443312
124,0.14118109100037815
125,0.14434731759966102
126,0.3511323500723032
127,0.47549583886541336
128,0.1824726009943414
129,0.13494441645954455
130,0.23322247593440526
131,0.17866796144137684
132,0.10519241020072097
133,0.09097460173140622
134,0.10222219001496934
135,0.02375123965553021
136,0.18044519367353531
137,0.13254020635971372
138,0.07723038197948028
139,0.15388379463422092
140,0.059379212034265307
141,0.177415910285682
142,0.3461459645072536
143,0.4929102393162669
144,0.09448445022791488
145,0.08676964908088644
146,0.052134199162025684
147,0.023654957011032943
148,0.11270611470210845
149,0.10001323053964735
150,0.1645835277950106
151,0.21499831665923771
152,0.22120959239232707
153,0.19394562280521685
154,0.052599993427044855
155,0.130225010759233
156,0.2150141617488144
157,0.1629144766091023
158,0.22952644614068854
159,0.10011308636975695
160,0.025721924652205713
161,0.20092800589171125
162,0.2578444413496052
163,0.4576046775311755
164,0.2826187252359842
165,0.21298195448955018
166,0.13265703280814375
167,0.14148674850481666
168,0.3352125518963847
169,0.13795964699462993
170,0.05735324744320976
171,0.22308576912469993
172,0.12278932192989366
173,0.3438094233647989
174,0.039927096400590556
175,0.26796539642988504
176,0.3210047048313343
177,0.3032996482728723
178,0.3548265736327015
179,0.1875556132444896
