0.872811777,4.52E-06,0,3.62E-05,0,0,0,0,0,0.050326877,4.52E-06,0,0.005631058,0.004163954,0,2.26E-06,2.03E-05,0,0.014212149,1.04E-04,0,0.02549009,0.004937066,1.13E-05,5.43E-05,0.00680429,0.01538538,1
0.975206163,0,0,6.51E-04,0,0,0,0,0,0.007039388,0,0,0.009996202,4.70E-04,0,0,0,0,0,0,0,0.004853425,0.001582393,0,0,2.01E-04,0,1
0.963776765,0,0,0.002005118,0,0,0,0,0,0.006641529,2.26E-06,0,0.012351707,6.71E-04,0,0,6.78E-06,0,0,0,0,0.007828324,0.002522786,0,3.93E-04,0.003800004,0,1
0.973246257,0,0,5.56E-04,0,0,0,0,0,0.00897895,2.26E-06,0,0.012433087,2.15E-04,0,0,0,0,0,0,0,0.004392271,1.70E-04,0,0,6.78E-06,0,1
0.960720486,0,0,6.56E-04,0,0,0,0,0,0.013319227,0,0,0.013891149,2.06E-04,0,0,0,0,0,0,0,0.010299117,5.61E-04,0,8.36E-05,2.64E-04,0,1
0.978832104,0.004378707,6.78E-06,2.71E-04,0.001180013,4.52E-06,0,0,0,9.72E-05,1.79E-04,0,2.40E-04,0.010504829,6.56E-05,0,6.37E-04,6.78E-05,2.26E-06,0,0,0,1.85E-04,2.03E-05,2.26E-06,0.002143012,0.001182274,1
0.939934625,0.034003364,7.55E-04,7.23E-05,0.003413448,0.001227485,0,0,0,1.13E-05,1.92E-04,0,1.11E-04,0.007093641,0.00149197,0,0.001189055,5.49E-04,0,0,0,0,4.97E-05,5.20E-05,0,0.001799407,0.00805438,1
0.7839898,0.163436325,0.014752423,2.92E-04,0.002007378,0.012803819,0,4.52E-06,0.001290781,4.52E-06,3.21E-04,2.12E-04,6.40E-04,0.00515634,0.002687807,2.26E-06,3.64E-04,0.001883048,0,0,0,0,6.78E-06,3.73E-04,0,3.96E-04,0.009376808,1
0.964348687,0.018367061,2.49E-05,2.19E-04,0.002231174,5.65E-05,0,0,0,3.39E-05,1.38E-04,0,7.73E-04,0.009297689,2.53E-04,0,7.55E-04,1.40E-04,0,0,0,0,1.54E-04,4.52E-06,0,0.001790365,0.001412851,1
0.942871094,4.52E-05,0,8.14E-05,2.51E-04,0,0,0,0,2.87E-04,2.26E-05,0,4.97E-05,9.77E-04,0,0,3.41E-04,7.46E-05,0,0,0,0,2.60E-04,1.36E-05,0,0.00330042,0.05142551,1
0.93697555,9.04E-06,0,1.72E-04,2.78E-04,0,0,2.26E-06,0,4.05E-04,4.52E-06,0,2.71E-05,3.68E-04,6.78E-06,0,1.83E-04,1.56E-04,0,0,0,0,2.85E-04,4.07E-05,0,5.13E-04,0.060574002,1
0.711222331,3.32E-04,0,1.58E-05,2.85E-04,2.49E-05,0,0,0,0.17219826,0,0,0.070228859,0.001057943,7.91E-05,0,1.79E-04,1.79E-04,0,0,0,0.001078288,0.001365379,2.26E-06,0,0.013389305,0.028363263,1
0.70960829,3.84E-04,0,1.36E-05,2.19E-04,1.36E-05,0,0,0,0.165509259,0,0,0.077914768,8.50E-04,1.09E-04,0,1.70E-04,2.76E-04,0,0,0,9.79E-04,2.83E-04,0,0,0.007679127,0.035992658,1
