loss,loss_q0,loss_q1,loss_q2,loss_q3,mse,mse_q0,mse_q1,mse_q2,mse_q3,step
0.8748564643007576,1.133583929720908,0.7259377694480362,0.8612086561042785,0.7657842294243642,0.8748564643007576,1.133583929720908,0.7259377694480362,0.8612086561042785,0.7657842294243642,0
0.1716762172358043,0.512223804624333,0.08687125175687199,0.04430191934367807,0.0448773471863677,0.1716762172358043,0.512223804624333,0.08687125175687199,0.04430191934367807,0.0448773471863677,200
0.1311122892317363,0.44583890483231686,0.053833440682638505,0.010211822239210777,0.006477844015339829,0.1311122892317363,0.44583890483231686,0.053833440682638505,0.010211822239210777,0.006477844015339829,400
0.12605060503362825,0.4298805090593046,0.05311020357964951,0.0095091058543067,0.0060086092608238936,0.12605060503362825,0.4298805090593046,0.05311020357964951,0.0095091058543067,0.0060086092608238936,600
0.12310033428451318,0.43008857276321205,0.05462692751785938,0.008907605754415281,0.0053638454527489615,0.12310033428451318,0.43008857276321205,0.05462692751785938,0.008907605754415281,0.0053638454527489615,800
0.12298969074020662,0.4215171739155704,0.05301100930823246,0.008740750742457132,0.005135660302949977,0.12298969074020662,0.4215171739155704,0.05301100930823246,0.008740750742457132,0.005135660302949977,1000
0.11886740884657637,0.4107431971778461,0.05181740589344314,0.007781124304151477,0.004637427196015667,0.11886740884657637,0.4107431971778461,0.05181740589344314,0.007781124304151477,0.004637427196015667,1200
0.1165570556264375,0.3951139760021003,0.052972961707577496,0.008212323981577029,0.004491715236646721,0.1165570556264375,0.3951139760021003,0.052972961707577496,0.008212323981577029,0.004491715236646721,1400
0.11650895838342144,0.41501705839845693,0.05190648918401789,0.007569942449981259,0.004095332728418909,0.11650895838342144,0.41501705839845693,0.05190648918401789,0.007569942449981259,0.004095332728418909,1600
0.11837205360363023,0.4071741605539163,0.05312826407446138,0.007231730025039277,0.003688376310607805,0.11837205360363023,0.4071741605539163,0.05312826407446138,0.007231730025039277,0.003688376310607805,1800
0.1188780208786108,0.41671829611232064,0.05075067596692717,0.006743296254463316,0.0031190832651205014,0.1188780208786108,0.41671829611232064,0.05075067596692717,0.006743296254463316,0.0031190832651205014,2000
0.1146399568966134,0.38955751033918107,0.052039206710074455,0.0067709595131458765,0.003146316519432476,0.1146399568966134,0.38955751033918107,0.052039206710074455,0.0067709595131458765,0.003146316519432476,2200
0.11355094097515357,0.39871562145702716,0.05175869999929903,0.006697816051568248,0.0030902072685810695,0.11355094097515357,0.39871562145702716,0.05175869999929903,0.006697816051568248,0.0030902072685810695,2400
0.11376935015587004,0.40055265435991083,0.05243439567236263,0.00675235132953094,0.0031089670207375877,0.11376935015587004,0.40055265435991083,0.05243439567236263,0.00675235132953094,0.0031089670207375877,2600
0.11111412793975317,0.38981255538431553,0.05043233325423497,0.006351451147634696,0.0026123141458079657,0.11111412793975317,0.38981255538431553,0.05043233325423497,0.006351451147634696,0.0026123141458079657,2800
0.11323091524411558,0.38696560157284565,0.049610396919428285,0.006340057750662904,0.0026270784376030017,0.11323091524411558,0.38696560157284565,0.049610396919428285,0.006340057750662904,0.0026270784376030017,3000
0.11554954389107934,0.41936178269726604,0.049464672159893565,0.006120416181071836,0.002444901453035705,0.11554954389107934,0.41936178269726604,0.049464672159893565,0.006120416181071836,0.002444901453035705,3200
0.11288880622613881,0.40035062152666573,0.04947955725020596,0.0062001760177690995,0.0026574190504235528,0.11288880622613881,0.40035062152666573,0.04947955725020596,0.0062001760177690995,0.0026574190504235528,3400
0.11476725362710861,0.4005700906586528,0.0495468712515245,0.005907601535871749,0.0022668267159543696,0.11476725362710861,0.4005700906586528,0.0495468712515245,0.005907601535871749,0.0022668267159543696,3600
0.11622208836613007,0.3938721799008275,0.053271552541249934,0.006810523926344589,0.003159111850114717,0.11622208836613007,0.3938721799008275,0.053271552541249934,0.006810523926344589,0.003159111850114717,3800
0.11389710973537169,0.39276619188707584,0.04993008368295234,0.005798999523257043,0.0022814991263010852,0.11389710973537169,0.39276619188707584,0.04993008368295234,0.005798999523257043,0.0022814991263010852,4000
0.11340487644280862,0.39373085759819876,0.05115093581936394,0.006086252598812266,0.0024849716533493177,0.11340487644280862,0.39373085759819876,0.05115093581936394,0.006086252598812266,0.0024849716533493177,4200
0.10713320512985948,0.3813554565592105,0.05144844933547182,0.005315604785026999,0.0019235926204082185,0.10713320512985948,0.3813554565592105,0.05144844933547182,0.005315604785026999,0.0019235926204082185,4400
0.11294863589993334,0.39650254509947686,0.048961150105830444,0.005807729905156702,0.0021959436500672202,0.11294863589993334,0.39650254509947686,0.048961150105830444,0.005807729905156702,0.0021959436500672202,4600
0.10816209255127854,0.39091700650343125,0.047940808177078395,0.005820050637848502,0.002245992479662218,0.10816209255127854,0.39091700650343125,0.047940808177078395,0.005820050637848502,0.002245992479662218,4800
0.1163547120313403,0.40829605110265776,0.05015145997472261,0.005849206773899171,0.002309483044934272,0.1163547120313403,0.40829605110265776,0.05015145997472261,0.005849206773899171,0.002309483044934272,5000
0.11367612061010908,0.39327759358726794,0.052254786317844484,0.005640380033538382,0.0021406495088088567,0.11367612061010908,0.39327759358726794,0.052254786317844484,0.005640380033538382,0.0021406495088088567,5200
0.10987887175641019,0.3813728325019893,0.05083104636502384,0.005722669592893902,0.0020697518417820307,0.10987887175641019,0.3813728325019893,0.05083104636502384,0.005722669592893902,0.0020697518417820307,5400
0.1117431146695969,0.3992095483383767,0.05010092935308984,0.00562000543226427,0.001961085085770829,0.1117431146695969,0.3992095483383767,0.05010092935308984,0.00562000543226427,0.001961085085770829,5600
0.11222694598235383,0.40157504535570854,0.050489245059641086,0.005399613735583012,0.001762876011607372,0.11222694598235383,0.40157504535570854,0.050489245059641086,0.005399613735583012,0.001762876011607372,5800
0.11295382329155831,0.39677306830810793,0.04915775382712948,0.005891949284537554,0.002359907519191434,0.11295382329155831,0.39677306830810793,0.04915775382712948,0.005891949284537554,0.002359907519191434,6000
0.10792581089401117,0.3760490876232505,0.05114976289326764,0.005260255630744573,0.0019283497964793582,0.10792581089401117,0.3760490876232505,0.05114976289326764,0.005260255630744573,0.0019283497964793582,6200
0.10998797916022954,0.3910660861771815,0.05287786979620889,0.006036678077598631,0.0021837618215583728,0.10998797916022954,0.3910660861771815,0.05287786979620889,0.006036678077598631,0.0021837618215583728,6400
0.11567176954078255,0.4065050958729923,0.0508226556217076,0.0059488704474997675,0.0022774425113060914,0.11567176954078255,0.4065050958729923,0.0508226556217076,0.0059488704474997675,0.0022774425113060914,6600
0.11267156467741142,0.3950257736430144,0.04810150513896985,0.005720727816076887,0.0020588592266649456,0.11267156467741142,0.3950257736430144,0.04810150513896985,0.005720727816076887,0.0020588592266649456,6800
0.10971894685216982,0.3895762287788239,0.049352023754565245,0.005466422324722956,0.001960856454513136,0.10971894685216982,0.3895762287788239,0.049352023754565245,0.005466422324722956,0.001960856454513136,7000
0.11410102619664933,0.3914755350432286,0.0513895556421946,0.005658814022184784,0.001991546100171708,0.11410102619664933,0.3914755350432286,0.0513895556421946,0.005658814022184784,0.001991546100171708,7200
0.11501131952028726,0.3956598619912928,0.05088442241228756,0.0053017195405952525,0.0017483599288267923,0.11501131952028726,0.3956598619912928,0.05088442241228756,0.0053017195405952525,0.0017483599288267923,7400
0.11431384581777855,0.38914221761800727,0.05002491180037505,0.0056258687490277175,0.0021334995747054487,0.11431384581777855,0.38914221761800727,0.05002491180037505,0.0056258687490277175,0.0021334995747054487,7600
