loss,loss_q0,loss_q1,loss_q2,loss_q3,mse,mse_q0,mse_q1,mse_q2,mse_q3,step
1.0328101296836345,0.9781577160188152,0.9641881216494914,1.1355566609693835,1.074759087511835,1.0328101296836345,0.9781577160188152,0.9641881216494914,1.1355566609693835,1.074759087511835,0
0.17025038470854514,0.4464189549952561,0.0896481374917704,0.0734817035062994,0.07225764568306846,0.17025038470854514,0.4464189549952561,0.0896481374917704,0.0734817035062994,0.07225764568306846,200
0.10555879882978922,0.3339049588343666,0.040579828236346004,0.021388965340063393,0.01990373580298622,0.10555879882978922,0.3339049588343666,0.040579828236346004,0.021388965340063393,0.01990373580298622,400
0.09243460458459299,0.29931572006860335,0.03893818529435151,0.018901105779604903,0.01756510226121675,0.09243460458459299,0.29931572006860335,0.03893818529435151,0.018901105779604903,0.01756510226121675,600
0.08920099249447763,0.28793914527621756,0.03487240536471604,0.016382637858192762,0.014873692338438289,0.08920099249447763,0.28793914527621756,0.03487240536471604,0.016382637858192762,0.014873692338438289,800
0.08874040566869451,0.2892891202242246,0.035610621861958916,0.015695930886574005,0.014346772013448387,0.08874040566869451,0.2892891202242246,0.035610621861958916,0.015695930886574005,0.014346772013448387,1000
0.08768244468248099,0.2888168181625563,0.0339009347078872,0.014371702054364098,0.013130742792156185,0.08768244468248099,0.2888168181625563,0.0339009347078872,0.014371702054364098,0.013130742792156185,1200
0.08276829023629302,0.2712530049578288,0.03183629723842433,0.0132788968481293,0.011849476189324123,0.08276829023629302,0.2712530049578288,0.03183629723842433,0.0132788968481293,0.011849476189324123,1400
0.07786058348347763,0.26342915520358157,0.03112681293270556,0.012084180900321852,0.010821901538800405,0.07786058348347763,0.26342915520358157,0.03112681293270556,0.012084180900321852,0.010821901538800405,1600
0.07940700931975474,0.2626002593985393,0.03171636780516953,0.011677437475490509,0.01039703046222105,0.07940700931975474,0.2626002593985393,0.03171636780516953,0.011677437475490509,0.01039703046222105,1800
0.07707312583946777,0.26356580096221166,0.030777841042663213,0.011504367743005239,0.010027510772786593,0.07707312583946777,0.26356580096221166,0.030777841042663213,0.011504367743005239,0.010027510772786593,2000
0.07882940088098168,0.2630278895678597,0.03101707295541737,0.011688682362243847,0.010178300030528083,0.07882940088098168,0.2630278895678597,0.03101707295541737,0.011688682362243847,0.010178300030528083,2200
0.07695341875221708,0.25540080015664224,0.031065757022653354,0.010812347707227301,0.009433999311953233,0.07695341875221708,0.25540080015664224,0.031065757022653354,0.010812347707227301,0.009433999311953233,2400
0.07597904581499156,0.2554322569731547,0.029240643697740636,0.010706363419439967,0.009294263346743516,0.07597904581499156,0.2554322569731547,0.029240643697740636,0.010706363419439967,0.009294263346743516,2600
0.07460631332501934,0.25030969268464043,0.030657539008891753,0.010822881118641476,0.00926116138201404,0.07460631332501934,0.25030969268464043,0.030657539008891753,0.010822881118641476,0.00926116138201404,2800
