Index,Labels,Loss,Dist0nn,Dist1nn,Dist2nn,Dist3nn,Dist4nn,Dist5nn,Dist6nn,Dist7nn,Dist8nn,Dist9nn,Dist10nn,Dist11nn,Dist12nn,Dist13nn,Dist14nn,Dist15nn,Dist16nn,Dist17nn,Dist18nn,Dist19nn,Dist20nn,Dist21nn,Dist22nn,Dist23nn,Dist24nn,Dist25nn,Dist26nn,Dist27nn,Dist28nn,Dist29nn,Dist30nn,Dist31nn,Dist32nn,Dist33nn,Dist34nn,Dist35nn,Dist36nn,Dist37nn,Dist38nn,Dist39nn,Dist40nn,Dist41nn,Dist42nn,Dist43nn,Dist44nn,Dist45nn,Dist46nn,Dist47nn,Dist48nn,Dist49nn,LOF0nn,LOF1nn,LOF2nn,LOF3nn,LOF4nn,LOF5nn,LOF6nn,LOF7nn,LOF8nn,LOF9nn,LOF10nn,LOF11nn,LOF12nn,LOF13nn,LOF14nn,LOF15nn,LOF16nn,LOF17nn,LOF18nn,LOF19nn,LOF20nn,LOF21nn,LOF22nn,LOF23nn,LOF24nn,LOF25nn,LOF26nn,LOF27nn,LOF28nn,LOF29nn,LOF30nn,LOF31nn,LOF32nn,LOF33nn,LOF34nn,LOF35nn,LOF36nn,LOF37nn,LOF38nn,LOF39nn,LOF40nn,LOF41nn,LOF42nn,LOF43nn,LOF44nn,LOF45nn,LOF46nn,LOF47nn,LOF48nn,LOF49nn
0,0,0.41546207145097847,0.4202176792163755,0.41926991964043464,0.41042380996155686,0.41532714656367725,0.4212986981389172,0.4246920390175871,0.42390215879229226,0.42227939938406733,0.4196814932844942,0.4177980769955506,0.41561689593686857,0.4131733362692758,0.41163325662368516,0.4117445029971965,0.4108443906520185,0.4102335881008853,0.40915614573367376,0.4064655590066851,0.40199731993389004,0.39793505872745155,0.39392428322961714,0.38996563620757124,0.3860176270835689,0.38221165111555244,0.37897309302085375,0.3755998828856293,0.3725327712964303,0.36993164966728026,0.36786589786768487,0.36608123372988083,0.36420706664275404,0.36235483501871557,0.3609566776192769,0.35971393920420647,0.3585925281974006,0.3574952547369656,0.35640124208063273,0.35536313338187064,0.35439601062929,0.35373616895926946,0.3532942660646658,0.3529623313455215,0.35251418181125127,0.35218132522230267,0.35182450953689676,0.35147645787398546,0.35104157940038816,0.3506850615657408,0.35031489606603367,0.3499772526910931,6.505348320842006e-11,0.02697295969112264,0.07292477962065652,0.10073575964731274,0.18132175164323996,0.18708186449666578,0.15677223800635212,0.17960274066043433,0.16908689815997321,0.1816160319140259,0.17042704041672788,0.16663051375523685,0.1469936086326243,0.14724131738801438,0.1427766737999381,0.13526251405862572,0.1337455214763395,0.1321198328671171,0.13705749179685037,0.13606802121323366,0.1310695682219037,0.1231863921945121,0.13876259437085595,0.14564940470962465,0.15599265536098628,0.15257746069029657,0.14839761690777392,0.1486534495425183,0.15753076388445328,0.16754982753252545,0.17493513326754942,0.18591458255675944,0.18479296717020693,0.18721472720851476,0.18572803653334477,0.19013405175955714,0.18730810789352606,0.19698251430825142,0.20417311720176434,0.20331369629524793,0.1980605189906831,0.19710702496772176,0.19306556982288817,0.1967123904249507,0.1948802587438614,0.19191696511890063,0.19133316443132675,0.19672057400304252,0.19804545006497035,0.1953261628216617
1,0,0.13308709061868126,0.20838886014915128,0.1824275189990719,0.13674424067666896,0.12728732834234435,0.12057436590252253,0.1188035423279308,0.11786005470734999,0.11835280413174541,0.12203825570679822,0.1230012332674177,0.12322699141694372,0.12152075998743905,0.12493593556089977,0.1300042237567216,0.135589481521663,0.14059096513946753,0.14405620279093592,0.1455445481691948,0.14571441143404565,0.14601103473667384,0.14601336571504073,0.14552027513698126,0.1443508308058639,0.14342707898895093,0.14261910242992099,0.1413210564097484,0.1399391618181582,0.13899550997836072,0.13851052353444462,0.13825360493151234,0.1379140292086088,0.1375243024048345,0.13706518777851565,0.1366729858091266,0.1363049257489434,0.13650079303943946,0.1365978593063225,0.13667285516981648,0.13689726179866665,0.1374401009640022,0.13795103333210837,0.13849683968681847,0.13908605671065224,0.13963688088147433,0.14017044645487997,0.14081423755215988,0.141400045831464,0.14196938474398232,0.14246496134451037,0.14289710924666713,0.0,0.051292300715637375,0.0307624851774358,0.01699624953441992,0.03300476824419423,0.023379448957869253,0.0230127623682635,0.051071727745095635,0.04164214380961274,0.04163407338063538,0.055891835743548085,0.06260411963698191,0.05646313288026309,0.06451074376405086,0.0705011441789509,0.06997906936390572,0.07394667934160679,0.07542500742096744,0.0786291189134566,0.08015464565175925,0.07782753048380292,0.07298555551184202,0.07866043122778762,0.07916948373877887,0.07590313358616171,0.07700782203487395,0.07831091198579547,0.07887309446396415,0.0796623295812371,0.07772091211816413,0.0822720421428744,0.08607899601634893,0.08534458981952635,0.08767555056219008,0.08739523623328063,0.08767915137585484,0.08704817712031415,0.08927031470000958,0.08832738442804342,0.08725124675385802,0.08489871709147329,0.08452937867791263,0.0810955397903772,0.07918968081163964,0.07907940974756263,0.07725954512003899,0.07464669399959305,0.07401402885657009,0.07292699139252562,0.07269065393109307
2,1,0.5156743926059153,0.580079888983664,0.5408508101581397,0.49921433851693,0.4848131191128728,0.4747127397975072,0.47022121053265903,0.4654785171032388,0.4614169804006947,0.4571524871952294,0.45166902643904183,0.44734180246581684,0.4423576072173903,0.4385141957303822,0.4364451787820072,0.4336127183051066,0.43096455210607443,0.42787440357554435,0.4235662878048446,0.4180583983465027,0.4134422134519749,0.408649542596197,0.4041565673552363,0.39956266851247024,0.39507606302455806,0.390815351521038,0.38645213344884194,0.38221199956100665,0.37872759892726715,0.3757627315044625,0.3729583410930916,0.3701900179438003,0.36788151422214677,0.36558651909356193,0.363270673521582,0.3611514675754283,0.3590744782219689,0.357015018394759,0.3551244329803937,0.35335632198599043,0.35187996600143284,0.35062665160130846,0.34941157738375994,0.3481775852426245,0.34709250360285865,0.34595146568285057,0.3448306751563079,0.3437243651088578,0.34265631203985564,0.34168406767052306,0.3408327114731206,2.227748816536948e-10,0.15815907398031345,0.14746734735359912,0.17834394145304588,0.19726541841533754,0.221904018740371,0.2491803582322269,0.28802386722769413,0.24822933009988346,0.2632952987697912,0.2541178646791346,0.23541124487091358,0.20656604250320248,0.21264091031681406,0.2036021097677787,0.20080793387508047,0.19913755109018286,0.2167838045852946,0.21496853610088404,0.2222710822319794,0.23648190225230922,0.21955309793487854,0.2389040465823799,0.24228903405744892,0.24142963821670266,0.22566715703565,0.22704912876354144,0.21815676218794477,0.2238532465506204,0.22348764963272783,0.21740781222163505,0.2259808810561304,0.22730698800940224,0.2197254671479987,0.22039823215771726,0.21673047466867085,0.21026522044324417,0.20431102509749874,0.2012740117406235,0.19471277169633167,0.18650687513311848,0.18422633684676643,0.18720975873215065,0.18671003217481702,0.18793990572859853,0.1820414229014151,0.1795773699061753,0.1787346995430692,0.18093306647692037,0.1742642676195797
3,1,0.6619551701433144,0.7308745575071912,0.6978073345207466,0.6628992381735183,0.6620041840057252,0.66096158476224,0.6629706631270613,0.6614103706109384,0.6595083660874812,0.6571763090278723,0.6537733958805277,0.6499844095105993,0.6458158127333008,0.6413653269028691,0.6389611151874249,0.6364595899091866,0.634227838314518,0.6317971237507897,0.6286188437877083,0.6245916174713767,0.6207619061180795,0.6168992677190794,0.612978465329591,0.6088491309147073,0.6046993076316337,0.6007154752907579,0.5968509736734573,0.5930349976233544,0.5896407101810538,0.5867625308321479,0.5840462809572152,0.5812451703087292,0.5785539971834587,0.5759278069033776,0.573395126399268,0.5710146510508085,0.5688109951900406,0.5666456959451016,0.5645595906234451,0.5624490602260369,0.5605995818051563,0.5588670707394351,0.5571682834890581,0.5555073265712906,0.5539669254735831,0.5523549287803954,0.5507829089881199,0.5491706749618329,0.547618913912361,0.5461210324705545,0.5446443446000536,2.6697614686270102e-11,0.06965373968714987,0.12957970043426995,0.1653897966992005,0.22694515465394308,0.27668022519574215,0.2795798895853626,0.3220233429855508,0.3415662702530075,0.428614712185256,0.42033049325012156,0.4301262882972357,0.4376367762065053,0.4221340371645055,0.42045299120643675,0.41343075962333325,0.4175923055036476,0.4367052221932743,0.4733546243340519,0.5007440266509685,0.5255982769815175,0.5414818714490428,0.5338866298404102,0.5360358418343976,0.545276655300986,0.5557996582305568,0.5494790042748676,0.5356168395850314,0.549715329812714,0.554189263651723,0.5611879526905137,0.5674575076627406,0.5576346100077684,0.5515379214679785,0.5495022380249328,0.5442697648640783,0.535265456237553,0.5388530145301093,0.5451784217793086,0.5400050593117155,0.5249235854113534,0.5235970520831129,0.5182432011302784,0.5163987633112497,0.5093335197415428,0.5068255205147155,0.49715701063052203,0.48945352357952343,0.48755135134974215,0.48743377811846045
4,0,0.4456999085033018,0.5842586774993659,0.5354498749119738,0.5158591696399564,0.5142327535124391,0.5125771652386808,0.5101195794075264,0.5049173920840286,0.5003478594232683,0.49549065153275357,0.49170956221967554,0.4880456273844163,0.4866954834642676,0.48610090179991466,0.4864383213240517,0.48618290792500224,0.4858437123018971,0.48510999060153526,0.4833673021977716,0.48002398447877415,0.47692601889083425,0.47358614867143806,0.47009902350812616,0.4663198541543429,0.4627062261909035,0.4593383551307956,0.45602826216252373,0.4527327706749856,0.44986542140859453,0.44741790906413004,0.44547574338118745,0.4436489635321053,0.4418490551510148,0.44009119605390884,0.4382581412684412,0.4368153970269419,0.43545989113731975,0.4341485383827801,0.43289256267745435,0.4316953560656776,0.43078815295974343,0.42994610573443154,0.42919255944844076,0.42839728601493804,0.427850915331875,0.4273218588830801,0.4268316493346835,0.4262825741878595,0.4257873478968976,0.4252473198457883,0.42469939090857767,2.6334773109408902e-11,0.07041731023575651,0.09154917986284618,0.11344578245159025,0.18254980044896427,0.1563890866909306,0.14212595420751684,0.15174305481570025,0.16236807599830427,0.19137289801081875,0.1901499782820439,0.20096215405810056,0.19297372458020626,0.19438192034085983,0.20209870965129736,0.2037928332701691,0.22222778479648211,0.234720911927628,0.24888212662072257,0.25585986368529606,0.25536946844084324,0.2554151284400289,0.25234059091649486,0.24824941647947452,0.24387625080541717,0.23659720324477676,0.22470782850286683,0.21837865510439022,0.22265140001962813,0.2246098259496866,0.23005959260762532,0.23150169269102414,0.23255445699081564,0.22922067821796732,0.2352661662779168,0.240088800191074,0.24023373118669894,0.24757094314605202,0.2529316926649323,0.25413687697536674,0.25086233146500125,0.25299437266796004,0.24917079829419714,0.24517887410686098,0.23976504041471688,0.23946588967467047,0.23442676335212392,0.23105624861897028,0.2311169635686902,0.23098677123988487
5,0,0.7062764466815693,0.6957152923499677,0.669101331985091,0.6537470261260273,0.6533788259851602,0.6564823691500431,0.6585022591512907,0.6585517571840537,0.6605263980398145,0.6628298755912516,0.6638866049816073,0.6639507883852711,0.6630729855235664,0.6614896335139971,0.660884762302106,0.659612601883979,0.6582188820535934,0.6564708858558107,0.6538310681553443,0.6500312545390635,0.6465639222217519,0.642967696600728,0.6393903725327343,0.6356927822850846,0.6322250364506863,0.6288834591017728,0.6255701307526115,0.6223508856428567,0.619478739734095,0.6169507183116135,0.6148171748073927,0.6126522151974579,0.6106709639018142,0.6087642822362281,0.606839907387083,0.6050494214450588,0.6034032949403559,0.602226943058894,0.6011249094847505,0.5999728031770695,0.5989894690514894,0.5979975738768766,0.5970815040618725,0.596102693813176,0.5951404797102442,0.5940765611416926,0.5930880622424861,0.592035204770133,0.5910346309167849,0.5901070535676172,0.5891756672305463,5.784265468828691e-11,0.09874056727308647,0.0668753698817257,0.03778023496862048,0.061131156907953524,0.10078686882259931,0.12495281988409167,0.16867431378234868,0.18132511226656842,0.2204342048157747,0.2569136693794475,0.2828008503303184,0.2606846984285379,0.2577687712819943,0.2902794149465632,0.28233526127908526,0.3019271271968003,0.33353174894792065,0.3469296095905142,0.3647152260464268,0.38276943588984724,0.38843028140781355,0.40756284519553215,0.4114291912614658,0.41295809889221224,0.42471604657159595,0.4315501026560342,0.43941274848701317,0.43809556627864604,0.44562858074421574,0.4460967889936568,0.44885419138063937,0.4487010440083533,0.45028085385451205,0.4553920236628378,0.46326200158334246,0.4698760201031744,0.4697300951787601,0.4784535261063228,0.478369451561479,0.4795851486376927,0.4768562903215435,0.4819710241539693,0.47933985441616567,0.46797706599503786,0.4669862532725755,0.4600204678019643,0.4491635574747503,0.44897983323081886,0.4497714410578841
6,0,0.2459577364948584,0.31019331986449494,0.28079273062076965,0.26114153660949657,0.26548861349247405,0.26651535050909936,0.26606590238899636,0.26492883085993124,0.2672373496515656,0.27043049892124327,0.27075412627839307,0.2722580105691814,0.27151265348968817,0.2719746525444172,0.2736986157382993,0.2742924061208158,0.27521937016388204,0.2757761656572902,0.27434638964819524,0.27143546590332535,0.2686385813843496,0.2653589567980075,0.2619971372708207,0.2582278249706809,0.25456954014516475,0.25137930463326547,0.24795920670336957,0.2446126457776576,0.2417275945423669,0.23953986110392772,0.2377226021510879,0.2360499199837645,0.23439283203080288,0.23275470909526305,0.23103274418944425,0.2294199697770057,0.22786811974492982,0.2263772764067723,0.22497861707896594,0.22387287855932056,0.22307928344266634,0.22237601165586032,0.2216703768383117,0.22084125776504893,0.22002022732238635,0.21914625548918296,0.21834984120124376,0.21755585010259676,0.2168253550460455,0.21607852022112695,0.21531537118959537,0.0,0.041593097579368625,0.04697307798828738,0.04570090654448647,0.049054831192560815,0.05917299731844252,0.0681928352443922,0.0747471627015593,0.08240594205136252,0.09691162777764088,0.09147244443402862,0.09198174458271388,0.07577723379786712,0.08936556480573414,0.09077233256760571,0.07015848250195982,0.06714453735468899,0.07139424065332421,0.07546950920438873,0.06810358522615013,0.07037623416535456,0.06403854346877336,0.07177150581937987,0.06782129822827339,0.06897546992839805,0.07591256596016771,0.08234882199273286,0.08527081492848357,0.08684441919230947,0.08984971250745799,0.09357927545018666,0.09393476784888384,0.09209068473514992,0.09498966506466179,0.0959859170098344,0.10533779839858737,0.10757979187563511,0.10638603832841448,0.10488810322634264,0.11062403051685865,0.10972254993906957,0.11082016175820263,0.11143929247261947,0.10858785943577293,0.105449376770363,0.1036427220073725,0.10315586184744045,0.0999610888544377,0.10245980739333105,0.10195697211833735
7,0,0.22531496363668946,0.26702678329634116,0.2622928717154307,0.23880065187908198,0.23899945930718972,0.2402876091955254,0.2401268108511032,0.23881245245987115,0.24285848751995295,0.2445445816974748,0.24350614016349412,0.24333379620962303,0.2410583692007459,0.2404236227128506,0.24121639729259475,0.24073286871234734,0.24027739102347567,0.23926513433486546,0.2366486603969441,0.23308145814756825,0.22997110329483544,0.22653112137728118,0.2228239987968106,0.21901370770204834,0.21535835519207747,0.21190328411354548,0.2082980942268816,0.20477574994361653,0.20184208226636435,0.19947543823955008,0.19728842196848986,0.1951608063873523,0.19311901983764307,0.1911791537145765,0.18919323864204524,0.18734774220223258,0.18554491291302125,0.18376806702341908,0.18215622469222584,0.18077919575101567,0.17971769235394425,0.17867856019794026,0.1776606491284598,0.17661823091053805,0.17563425556321827,0.17460855535696188,0.17369722840362822,0.17276875112147652,0.1718633739616044,0.17096564803469555,0.17008421564288584,0.0,0.024813765535571648,0.04552637035090954,0.03752542507688441,0.04617751479419075,0.04981495565904124,0.043065465743975115,0.04839988655397672,0.050178343104682506,0.046582281891862955,0.05087435091198762,0.05077726348360932,0.0460215549204135,0.05479006633018809,0.05736292636082285,0.04782078761827731,0.051004710693693715,0.043202221419296805,0.04817470881113374,0.04226775680509937,0.04746014009957194,0.03710592184833708,0.04011471632613888,0.03842129882748021,0.039618143817117785,0.04015060700614292,0.04001807196208844,0.04284243107229013,0.04521413460507628,0.040559547027520425,0.045917478651317,0.04845260287287071,0.04584505599182399,0.045222427718840635,0.04258040601628561,0.041928221578339496,0.04047098046042213,0.03730180566647371,0.03490748787017251,0.03807007142128628,0.037088378350860304,0.03470473518381329,0.03134718189896642,0.031124551421195377,0.029144686895972726,0.03078115026863799,0.029110105048400756,0.029363571357411012,0.029517626242510253,0.030902054512880254
8,0,0.19754791167882654,0.27977350895298286,0.2717457262476045,0.2514204655167671,0.250018830296467,0.25370594281124825,0.26228598764753874,0.26609675954223305,0.26914776011079566,0.26982808742593656,0.26938806783362357,0.2687313234130355,0.2667612186787076,0.26813964694875403,0.27106839846010705,0.2725267192308478,0.27366478841777897,0.27404819394360486,0.2727558019565296,0.2690729031572606,0.26551372145024904,0.2616913319966405,0.25792984099916316,0.2536965482699429,0.24978998718833245,0.2462147758796573,0.24248278407799717,0.23903568270881295,0.2361104679527759,0.2341069720259989,0.23238642409116683,0.23076620088474628,0.22952482068669738,0.22823598347758808,0.2268107593063017,0.22560560487775233,0.2248599213082973,0.22418435789738406,0.2235694578925754,0.22311184138887805,0.22291360824943574,0.22286794877428484,0.2228427760461788,0.22266843524383056,0.22253810764189327,0.22231574857596423,0.22214143050079,0.22191522156496327,0.22180959128519118,0.22164547697571826,0.221536279343855,0.0,0.03966979932653261,0.0288995783731695,0.054553072387111906,0.04560842924629099,0.040751865351881175,0.06301746910583267,0.06432756448483053,0.05078497752626549,0.05217135173729233,0.053324154959255174,0.05279545883253255,0.04610031540771789,0.05687702417607034,0.06862106535975326,0.062415008918014034,0.07071385895642479,0.06563028316631013,0.06997244734406348,0.07605321745918617,0.07456771508989161,0.07023727494674324,0.0748775202059325,0.0784736280744796,0.08216344052453363,0.08321809537360884,0.07791686392543376,0.07862392785475718,0.07471127846688524,0.07152421918611288,0.07614944202527173,0.08145485677242129,0.07951140429753029,0.08154722891850795,0.08116015309962159,0.08225734300572823,0.07994991706941253,0.086656245584083,0.0881944607394651,0.08784854607130689,0.08542029172189988,0.08561466621609178,0.08365479517014969,0.07998053358397,0.08096571048208392,0.08316650855879791,0.08060635260369951,0.07904802711606243,0.07951051515707803,0.07810887709261242
9,0,0.317091452948642,0.1566866563091487,0.18239870143760098,0.21104154751216167,0.24274925029067343,0.25871564074580183,0.28376356788590335,0.3076635096792915,0.32648094876141037,0.3400208589533754,0.34851942367519917,0.3568058429325385,0.3620471573641476,0.3671218993625393,0.3725736146698838,0.3762685174509855,0.3794250971288546,0.3817864296408971,0.3823603613413304,0.3814758425455174,0.38076675486573996,0.3800675960998175,0.37933509352403266,0.37797777644489433,0.37648728910463236,0.37508827881191625,0.37337186681412987,0.3716732719733973,0.37113804004435846,0.3710500695757643,0.37126575989647326,0.3713112232738729,0.3713187512852838,0.37136614502485576,0.37148640201299893,0.3718120529524724,0.3720784001985276,0.3722927950188162,0.3725681552668697,0.37299287405529996,0.3736032296168733,0.3741875405408157,0.37486877836013244,0.37538224217845473,0.3759119427525858,0.37628566118501056,0.3766139532906833,0.3769035969542205,0.37721288417829,0.37753212176263024,0.37779861658181885,0.0,0.04457181334771023,0.02851605546601676,0.019632411715981523,0.025982393614071952,0.034621317355999985,0.038816107432586816,0.05069733711963079,0.05144656458508924,0.05830061099589706,0.06309367068389245,0.06509686539956018,0.06074811912038344,0.07034767561183268,0.07823757403602523,0.08596406378216509,0.08782346724375424,0.10277550295459754,0.12413731281706318,0.13834032072087848,0.13922326447997346,0.13216368373153517,0.13451162571386108,0.13338777011031835,0.1475950393300773,0.15053753998620129,0.14711721727451194,0.14457554797333808,0.16061471373844,0.15745167947317928,0.17375893491568312,0.18690269882780322,0.18890371404978928,0.20306343259929793,0.2002609752130434,0.2132812014391739,0.21206466408854477,0.2111785409885159,0.22094684383251645,0.21930268970017971,0.2199118617648453,0.22933770428511657,0.2375888715314413,0.24075436859272445,0.23679246498691126,0.2411468176476072,0.24790429809932013,0.25437666229579886,0.25996478739613266,0.25642099399291884
