Index,Labels,Loss,Dist0nn,Dist1nn,Dist2nn,Dist3nn,Dist4nn,Dist5nn,Dist6nn,Dist7nn,Dist8nn,Dist9nn,Dist10nn,Dist11nn,Dist12nn,Dist13nn,Dist14nn,Dist15nn,Dist16nn,Dist17nn,Dist18nn,Dist19nn,Dist20nn,Dist21nn,Dist22nn,Dist23nn,Dist24nn,Dist25nn,Dist26nn,Dist27nn,Dist28nn,Dist29nn,Dist30nn,Dist31nn,Dist32nn,Dist33nn,Dist34nn,Dist35nn,Dist36nn,Dist37nn,Dist38nn,Dist39nn,Dist40nn,Dist41nn,Dist42nn,Dist43nn,Dist44nn,Dist45nn,Dist46nn,Dist47nn,Dist48nn,LOF0nn,LOF1nn,LOF2nn,LOF3nn,LOF4nn
0,0,0.4035263793317967,0.43628164387107865,0.3929329039935062,0.3660026779494844,0.35465183864106503,0.3474579103276105,0.3373372881150531,0.3317371938743188,0.3266048890968181,0.3249289089393304,0.326361830919134,0.32786518922744434,0.32851319687898806,0.327780979409302,0.3287548421301987,0.3298157237324548,0.33051744207899786,0.33075347417315604,0.3308180662051205,0.33085913845093223,0.33041473567718865,0.32943111628205,0.3283070957945218,0.32722501141269045,0.32623168746862874,0.32494763625533707,0.32379300738452693,0.32270708723506236,0.32132802005831074,0.31984241842978,0.3185909915883229,0.3172527179480113,0.3160739620736357,0.3149130320520714,0.3136233717673339,0.3123618013605331,0.3111709598084293,0.31004271566703334,0.3087780950966892,0.30741602905268145,0.3060044825577209,0.30460223550034654,0.3032210781884928,0.30259742178161186,0.302153054622574,0.30158203247661863,0.30100187508438253,0.30039024819213406,0.2998054113559229,0.2993591580220848,0.14519603019085806,0.17980131093651072,0.16909353183519546,0.16232025803448707,0.20068699544698979
1,0,0.02764531110803406,0.12459271002970577,0.09430518221061479,0.05177112551629593,0.03883025766507224,0.03156317683716446,0.01989809194276701,0.012793292357703618,0.009455357807720133,0.0095633055937513,0.010786341324466863,0.013948444502636449,0.01632069907565205,0.016693550462282613,0.01975711408704523,0.022615076791633323,0.025496745427246528,0.027767502380914116,0.02962293549359924,0.031163397011734775,0.03231223233402967,0.032947915693532503,0.03328818206129471,0.033358384151878244,0.03348405904093057,0.03338532391082987,0.033337410698774446,0.03317960078424816,0.032623358482048344,0.03183295554737307,0.031538735789734575,0.031036450245706594,0.030629117050086804,0.030579876995526938,0.030279544957914965,0.030232698073064113,0.03040186215903921,0.030708880918213183,0.03070832820299535,0.031009288254187882,0.03131815865788832,0.03178455303691378,0.03230581963368935,0.03358396144371844,0.03505710679502241,0.036298644078718266,0.03748352322556351,0.03859621750905477,0.039659162903029774,0.04087598370820641,0.012652050903077904,0.011894969430152467,0.01950871191299292,0.019773926723659272,0.019727054181711813
2,0,0.10973606169677576,0.2371017253825442,0.19939853372154104,0.15924672946708993,0.15329996498289555,0.14949398419266977,0.14040759583074808,0.13277225046131744,0.126156846670399,0.12340098878091123,0.12149718172298438,0.11990445627147353,0.11809236986642827,0.11582109779261897,0.11594742766667691,0.11619355440268446,0.11637623165863127,0.11610106143942733,0.11557707116479206,0.114988461069743,0.11400383503561191,0.11263197490334016,0.11120129091010378,0.1097616610167688,0.10847711730767602,0.10688464710763484,0.10551038100331868,0.10415317731118123,0.1024825828772807,0.10048214913371022,0.09864836687647821,0.09673406032507062,0.09495179195843138,0.09327575314719105,0.09148811793736558,0.08973024779355981,0.08808966334125187,0.08651364895491905,0.08470825035509619,0.0827660411458299,0.08079017243222153,0.07882236191137414,0.07688057599662122,0.07579206178381556,0.07506989611016382,0.07418951736848822,0.07330367688609543,0.0723629360329465,0.07144884049605536,0.07069684947699106,0.14200950115386896,0.14412862443701963,0.1315891042778777,0.14105590214219843,0.13578400894193937
3,0,0.04945440383948705,0.13679127455850404,0.10267711340898235,0.08550428862687824,0.0837122873770733,0.08284799420543121,0.07714005003417092,0.0721515650476764,0.06746024962750517,0.06635103599909241,0.0658649978325018,0.06674010973593533,0.0670024032766814,0.06561910291879022,0.06684193539226756,0.06790338471316752,0.06954418477656131,0.07086800447447368,0.07162771131414478,0.07214779075081987,0.07211252439157813,0.0712804309783334,0.07027753002115673,0.06918463766038305,0.06826702787395804,0.0670038816641493,0.06584432305791872,0.06469706118723777,0.0632480212579646,0.0614664763344369,0.05982636377492401,0.05810386516301653,0.05649201672950893,0.054932117621355525,0.05326693794741358,0.05162322103809794,0.05001874661943395,0.04853147866296725,0.04682181897202952,0.04499902282770511,0.04314426905976624,0.04132237709277349,0.03952363804283067,0.03862718339313099,0.038006305136767976,0.03721298478175986,0.03643182578305155,0.03558060321357366,0.03475048365974346,0.034149801869958835,0.08868355953255075,0.08744381835809725,0.07157711284190002,0.06424077486610084,0.05566781452159839
4,0,0.1019747833510418,0.08667161272038874,0.11693810836655444,0.10063579534132736,0.10891843722581881,0.11573397499846722,0.11414050156997908,0.11069742139088616,0.1072618746994815,0.10694409374985502,0.10722350068025426,0.10743614897057907,0.10742016044129378,0.10578517738737452,0.10642618377520255,0.10714664790798512,0.10764765025348265,0.10765132220609179,0.10727327227778011,0.1070013949269797,0.10630048758465929,0.10512958203213234,0.10374831186765833,0.10223582290145766,0.10097558507408248,0.09949151009802287,0.09809909727404159,0.09678652111180742,0.09519387155140796,0.09334029261190202,0.09164375471765822,0.08986618369064676,0.08820837845380353,0.08684572609376036,0.08533319029661122,0.0838703213024718,0.08244825592746892,0.0810964430290231,0.07956538680758672,0.0778814566859351,0.07614830762130595,0.07445251251917984,0.0727786040307671,0.07197030684868416,0.07148567590431572,0.07083463656391761,0.0702020601257642,0.06949798047907252,0.06881412732693752,0.06833020175029489,0.21763726228486563,0.19929085038531258,0.18475098181051064,0.1617822844899587,0.14628705827786434
5,0,0.08611845018318791,0.26227583322609893,0.21692665878943876,0.17292880395620902,0.15825623062311128,0.14990684709451654,0.1376133542465954,0.12665827118082912,0.11754553072361383,0.11404106064328808,0.11220141254549418,0.11059625913353752,0.10876891373466989,0.10558212374177593,0.10536325315622813,0.10594843234416192,0.10696266376411871,0.107457231038752,0.10748528544396471,0.10747163162038535,0.10687680457704708,0.10556358582597103,0.10407314928803803,0.10241600432377644,0.10123089393389513,0.09978677923101335,0.09843164744655981,0.09735336255306691,0.09591758565018925,0.0941718458606693,0.09268871537715649,0.091100921485144,0.08965402421933581,0.08829586415744248,0.08678122328183455,0.08528373448880486,0.08384240508347926,0.08243367889823622,0.0808696658520335,0.07922556661745604,0.07752064120916602,0.07581027694951352,0.07410964982568026,0.07323828722887965,0.07266348017770796,0.07192937686476747,0.07117305470488723,0.07036195006780896,0.06957557581052859,0.06891036144077306,0.06157942489852352,0.05156286556652363,0.04040932544020844,0.05533186802204497,0.04034385593326079
6,0,0.13447442114142577,0.22300775085097876,0.18552150551113544,0.14857311565822687,0.1347264861756077,0.13344635720768577,0.1262590765833303,0.11873557011352597,0.11209395225371813,0.10932504967380324,0.1073572130010957,0.10554663703081502,0.10373179474211282,0.10051006949582499,0.10043404079254656,0.10068448660210068,0.10134330735570223,0.10163429997841265,0.10176889707965374,0.10172697126232223,0.10123877645758296,0.10000454043580424,0.09893609996914596,0.09765731385151258,0.09647399387902883,0.09496266930373878,0.09368469930943217,0.09238893495902155,0.09090044007993055,0.0893072896606235,0.08785388530536618,0.08634011104829138,0.08503776537615997,0.08376996198244523,0.08233647474664456,0.08106432180127686,0.07982273909150976,0.07862165682506166,0.07716468594631906,0.07561876032470206,0.07402651283586224,0.07244474195733944,0.07096103987563025,0.0703157585627093,0.06993379474052766,0.06941008945070366,0.0688792246598509,0.06827756384102178,0.06767163568426555,0.06718128028845088,0.06226085480971227,0.0539355097217826,0.0494016173330258,0.039863682709052,0.03419855885849738
7,0,0.12608016384570228,0.2058899433348089,0.1773736630595131,0.13734339693345152,0.1260615902208126,0.12035452008969037,0.11174412065683668,0.10332240514310272,0.09631793760836516,0.09526616218875772,0.09460774151788155,0.09577648705291739,0.09616983717730557,0.09480411546252084,0.0958165235010208,0.09678555108763322,0.0974583967598797,0.09795244557478734,0.09860825609780775,0.09903972413450733,0.09888268000967239,0.09800853764554163,0.09688220176602394,0.09557114887616072,0.09436100669180852,0.09282917806096999,0.09163082469542902,0.09053690707482581,0.08909245606793681,0.08738354748891329,0.08588204094734374,0.08429743663553337,0.08283444679961191,0.08142743904028008,0.07985206548853789,0.07829622526120208,0.0767943558377733,0.07537337031750256,0.07374903286716664,0.0720020619634133,0.0702276437975628,0.06852873253450405,0.06682939376165463,0.06606342483079058,0.06555181390431487,0.06485909423024161,0.0641459697580077,0.06342906354936029,0.06273919470797289,0.06223953469434333,0.130193088481186,0.10903210580515763,0.1250029005452685,0.12229962734878498,0.10893067841953252
8,0,0.15131836756176634,0.29020741466753885,0.24934332104199974,0.21221100232711515,0.20053751759973423,0.1937507679656511,0.1836629239529977,0.1747658236162879,0.16693120698816358,0.16286956693423124,0.1606996426898093,0.1591047926028712,0.1574056247647136,0.1543996899839553,0.15394372175857277,0.15381422632442412,0.15387083144936747,0.1534871703661264,0.1527916775845364,0.15264840086136874,0.1520073000148009,0.15075031031787856,0.14928651722721342,0.14800734864382892,0.14688087860723822,0.14557045711072789,0.1443423060973861,0.1432473992713092,0.14182169982666565,0.14006055585083713,0.13843544112017095,0.13677532406380422,0.13536818025111277,0.13398326801554594,0.13247114001112845,0.13101378195660593,0.1296073716240962,0.12827255210763444,0.1267044666952873,0.12499838738961412,0.12323955578161241,0.12148307389072915,0.11973874318236784,0.11886734764841679,0.11822814029553119,0.11742172459480557,0.11660924495852655,0.11581033848398714,0.11502538255749646,0.1143599330609631,0.19302055583943042,0.19179683956062754,0.18819236412872492,0.17909180454140128,0.16291981357706042
9,0,0.06454171507410959,0.06905321859990547,0.09200097504538474,0.07519889085120567,0.07597279909116998,0.07985559664883317,0.07627576239859912,0.07141644696184107,0.06687619413873631,0.06579120517614587,0.06553095907485618,0.06555390654953855,0.0649252715995872,0.06291461259420371,0.06350464211110682,0.06426487036250457,0.06514274568166953,0.06560167464457928,0.06573119852160775,0.0656880460300745,0.0651516729950052,0.06393254405429562,0.06263814110805226,0.06132806308488727,0.06016689158622179,0.05873389267305059,0.05750142513064798,0.05643661809575513,0.055058520439201605,0.05333568772411574,0.05183279526636909,0.05027959882161875,0.04883239977976316,0.04742685813973689,0.045847360321193645,0.044309901626178635,0.04283641107798653,0.04148071925228892,0.03986541747533582,0.03809883923350848,0.036315772995439005,0.0345309049529745,0.03280099752966992,0.031968080260515466,0.03138977288797093,0.030633184002591414,0.029856580084662163,0.029112896174145007,0.028376821572188418,0.027797922921525862,0.08772231794011955,0.07029850034174269,0.07371278120572672,0.06614681982795045,0.06372467745141777
